time,open,high,low,close,All Confimed,MAMA,FAMA,KAMA,Buy Signal,Sell Signal,ICHI BUY,ICHI SELL,5in1 → BULL,5in1 → BEAR,FINAL LONG,FINAL SHORT,GRACE LONG,GRACE SHORT,ADX
1755446400,118244.3,118326.9,117715.2,117836,,118062.67575275757,118110.32483015757,118888.02598627919,0,0,0,0,0,0,0,0,0,0,19.826910081588696
1755450000,117836,117940.5,117636.5,117903.8,,118038.56552015158,118104.879903459,118868.66883929938,0,0,0,0,0,0,0,0,0,0,19.775832435504984
1755453600,117903.8,117967.4,117312.9,117559.3,,118024.48729807415,118103.69915405769,118867.57197367844,0,0,0,0,0,0,0,0,0,0,20.103162702730383
1755457200,117559.3,117763.5,117470.7,117585.1,,118010.92243761498,118102.26704254933,118866.42528593825,0,0,0,0,0,0,0,0,0,0,20.294263509497036
1755460800,117585.1,117751.4,117515.6,117608.1,,118006.53270592303,118101.74541315105,118866.29169518033,0,0,0,0,0,0,0,0,0,0,20.970789425503586
1755464400,117608.1,117790,117608.1,117714.3,,118003.95570753556,118101.31424321597,118866.20972006848,0,0,0,0,0,0,0,0,0,0,21.72824661407642
1755468000,117714.3,118012.6,117690.8,117963.6,,118003.51194880107,118100.77651726527,118866.11225139337,0,0,0,0,0,0,0,0,0,0,20.150167166476784
1755471600,117963.6,117985.5,117380,117414.8,,117999.26142384413,118100.4100456496,118866.04195968914,0,0,0,0,0,0,0,0,0,0,19.38019935107652
1755475200,117414.8,117559.8,117050,117305.1,,117983.67334379815,118099.09932670853,118865.42165776168,0,0,0,0,0,0,0,0,0,0,19.802332769392102
1755478800,117305.1,117424,116198.5,116287.1,-1,117917.18873069977,118095.53500818426,118862.8618151544,0,1,0,0,0,0,0,0,0,0,21.690442951587105
1755482400,116287.1,116358.3,115150,115450.4,-1,117798.37405933313,118088.378521688,118858.29909669823,0,0,0,0,0,0,0,0,0,0,25.29471949301018
1755486000,115450.4,115639.4,115000.1,115315.4,-1,116510.68115662143,117679.27442895962,118335.51979290784,0,0,0,0,0,0,0,0,0,0,28.20436142722668
1755489600,115315.4,115544.3,115084,115484.5,,115918.5438723366,117171.27727688332,117854.9809590832,0,0,0,0,0,0,0,0,0,0,31.114003361443174
1755493200,115484.5,115699.6,115000,115699.6,-1,115907.39469942015,117139.09723628245,117851.87562828911,0,1,0,0,0,0,0,0,0,0,33.52109072818892
1755496800,115699.6,115729.8,114888,115258.7,-1,115870.9837486199,117103.50790755071,117847.6479843876,0,0,0,0,0,0,0,0,0,0,37.66916129845409
1755500400,115258.7,115492.5,115200.2,115224.4,,115834.94730015012,117068.15717451964,117843.40819714709,0,0,0,0,0,0,0,0,0,0,41.50992283988496
1755504000,115224.4,115410.7,115080,115148.3,,115797.05533340901,117033.08491203685,117839.10515126617,0,0,0,0,0,0,0,0,0,0,44.38358626237211
1755507600,115148.3,115151.8,114646,115031.7,-1,115747.8135785045,116991.73874691008,117833.75828102912,0,1,0,0,0,0,0,0,0,0,47.63831310892528
1755511200,115031.7,115268.4,114982.4,115065,,115705.9978422564,116952.36914132157,117828.7599306331,0,0,0,0,0,0,0,0,0,0,50.41367849270939
1755514800,115065,115141.6,114861,114941.5,,115209.14946102767,116385.90849983448,117273.0451356466,0,0,0,0,0,0,0,0,0,0,53.5161650818248
1755518400,114941.5,115524.9,114900.2,115524.9,,115347.95813322697,116157.75922625526,117067.3964070903,0,0,0,0,0,0,0,0,0,0,56.24249133992057
1755522000,115524.9,115751,114831,114850.1,,115088.70106369624,115879.40594859915,116738.46909804038,0,0,0,0,0,0,0,0,0,0,57.09598144652838
1755525600,114850.1,115638.5,114850.1,115638.5,,115105.44256332927,115867.62227017155,116737.73611172059,0,0,0,0,0,0,0,0,0,0,57.05104830586735
1755529200,115638.5,116185.9,115400.1,116147.5,,115127.50143025939,115859.78861986336,116737.52464766067,0,0,0,0,0,0,0,0,0,0,53.90822624008443
1755532800,116147.5,116346.9,115820,115952.8,,115147.12136911378,115851.31745052182,116737.18031785282,0,0,0,0,0,0,0,0,0,0,49.39506682686259
1755536400,115952.8,116807.3,115952.8,116420.3,,115372.0596761462,115808.98111617526,116728.95956092214,0,0,0,0,0,0,0,0,0,0,45.336190375920516
1755540000,116420.3,116583.5,116222.7,116484.1,,115395.10678078908,115804.69233054758,116728.87505485052,0,0,0,0,0,0,0,0,0,0,41.27731392497844
1755543600,116484.1,116646.7,116189.3,116313,,115544.6903851267,115783.50684441648,116719.55707320449,0,0,0,0,0,0,0,0,0,0,37.93535584585412
1755547200,116313,116535.8,115967.9,116396.3,,115556.18242352537,115781.9730307252,116719.50588329068,0,0,0,0,0,0,0,0,0,0,33.883318895282066
1755550800,116396.3,116687.4,116394.3,116638.2,,115562.55812833531,115781.32658806154,116719.50322419031,0,0,0,0,0,0,0,0,0,0,30.189417945506126
1755554400,116638.2,116977.6,116383.3,116393.7,,115708.65807197269,115774.93967238159,116711.1279595383,0,0,0,0,0,0,0,0,0,0,27.00718139013825
1755558000,116393.7,116558.6,116090.1,116229.4,,115717.47929893942,115774.45299081395,116711.01215036401,0,0,0,0,0,0,0,0,0,0,22.632471517992915
1755561600,116229.4,116558.1,115514.5,116555.8,,115733.65270323351,115774.05941855366,116710.9649875186,0,0,0,0,0,0,0,0,0,0,19.033629914672947
1755565200,116555.8,116723.5,115714.3,115796.5,,115734.65152284557,115773.74626762173,116710.73766719043,0,0,0,0,0,0,0,0,0,0,14.92314424300792
1755568800,115796.5,116045.9,115631,115744.9,,115735.52450535941,115772.1183706376,116704.31387165218,0,0,0,0,0,0,0,0,0,0,12.470435740235477
1755572400,115744.9,115773.9,114774.2,114799.5,,115729.5157000847,115771.98162680767,116704.24033267071,0,0,0,0,0,0,0,0,0,0,12.255274799792463
1755576000,114799.5,115366.6,114358,115304.8,-1,115720.08507238883,115771.40545657976,116703.56558451815,0,0,0,0,0,0,0,0,0,0,12.576096732748956
1755579600,115304.8,115472.6,114906.8,114964.9,,115713.14743137946,115771.13785776224,116703.42019469886,0,0,0,0,0,0,0,0,0,0,14.255611013836058
1755583200,114964.9,115222.6,114900,115012.2,,115712.63942873888,115771.11665977002,116703.41931282192,0,0,0,0,0,0,0,0,0,0,16.349490809219724
1755586800,115012.2,115055.5,114613.8,114987.6,,115712.1743300446,115771.09775459087,116703.41861128884,0,0,0,0,0,0,0,0,0,0,18.27618100920876
1755590400,114987.6,115298.2,114799.9,115187.6,,115709.57347276594,115770.94523485532,116703.38317384818,0,0,0,0,0,0,0,0,0,0,19.526593312144836
1755594000,115187.6,115491.5,115181.3,115322.1,,115706.65325370824,115770.70296450418,116703.31051874794,0,0,0,0,0,0,0,0,0,0,20.129969847134827
1755597600,115322.1,115579.5,115309.6,115403.3,,115705.36898764747,115770.56466664835,116703.28819454146,0,0,0,0,0,0,0,0,0,0,21.109249182729297
