time,open,high,low,close,All Confimed,MAMA,FAMA,KAMA,Buy Signal,Sell Signal,ICHI BUY,ICHI SELL,5in1 → BULL,5in1 → BEAR,FINAL LONG,FINAL SHORT,GRACE LONG,GRACE SHORT,ADX
1757952000,114852.3,114927.9,114594.3,114664.9,,115342.12918687396,115428.3275206217,114187.67723280475,0,0,0,0,0,0,0,0,0,0,17.315585861438425
1757955600,114664.9,115135,114604.1,115125.6,,115338.53553012338,115427.58239799537,114187.89636643711,0,0,0,0,0,0,0,0,0,0,17.175886999989984
1757959200,115125.6,115361.1,114900,115313,,115335.63635323461,115422.36285004206,114200.79933688819,0,0,0,0,0,0,0,0,0,0,16.319105336611962
1757962800,115313,115578.3,114972.3,115305.2,,115335.6176848411,115422.33624710335,114200.79974982864,0,0,0,0,0,0,0,0,0,0,15.015434276854249
1757966400,115305.2,115509.4,115196.8,115377.9,,115335.86608794161,115422.08224663582,114200.83802467771,0,0,0,0,0,0,0,0,0,0,13.351845366060404
1757970000,115377.9,115540.5,115280.5,115523.3,,115346.49591150359,115419.9389060916,114204.85364960947,0,0,0,0,0,0,0,0,0,0,13.096059075268391
1757973600,115523.3,115616.3,115218.4,115294,,115346.4240893586,115419.8886165388,114204.85566050642,0,0,0,0,0,0,0,0,0,0,12.778548925895617
1757977200,115294,115487.6,115237.5,115356.9,,115346.4394506316,115419.83476572197,114204.85810139714,0,0,0,0,0,0,0,0,0,0,12.317480719009277
1757980800,115356.9,115357,114944.4,115087.4,,115341.35078046174,115419.06388099064,114205.13505783863,0,0,0,0,0,0,0,0,0,0,11.288558623641206
1757984400,115087.4,115517.7,115004.5,115022.6,,115330.97646072981,115417.63039891285,114205.74209148213,0,0,0,0,0,0,0,0,0,0,10.947585095389488
1757988000,115022.6,115226.9,115022.5,115028.7,,115323.01853471492,115416.38499228476,114206.17219712607,0,0,0,0,0,0,0,0,0,0,10.444480809102076
1757991600,115028.7,115428.2,115028.6,115307.3,,115322.82209093985,115415.80033697562,114206.32335956107,0,0,0,0,0,0,0,0,0,0,10.02791743803021
1757995200,115307.3,115558.7,114938.1,115510,,115366.73622497144,115410.0448287495,114262.23340256113,0,0,0,0,0,0,0,0,0,0,9.994277408332584
1757998800,115510,115958.7,115447.5,115941.6,,115383.99581204931,115409.65378369536,114263.32683697777,0,0,0,0,0,0,0,0,0,0,10.843856655449274
1758002400,115941.6,116018.9,115598.5,115769.4,,115394.4912928926,115409.44732819134,114264.16029264245,0,0,0,0,0,0,0,0,0,0,11.847929926657164
1758006000,115769.4,115897.8,115723.9,115820,,115403.93970632217,115409.38617986749,114264.76653308574,0,0,0,0,0,0,0,0,0,0,13.527143940347742
1758009600,115820,115977.9,115526.8,115663.3,,115480.0113331849,115419.74352916353,114352.37845769055,0,0,0,0,0,0,0,0,0,0,14.993960006032
1758013200,115663.3,115726.1,115443.5,115477,,115479.93847777176,115420.47169964146,114352.88711009953,0,0,0,0,0,0,0,0,0,0,15.703164274562914
1758016800,115477,115598.5,115373.5,115377.7,,115477.84198384969,115421.05991483583,114353.2342010724,0,0,0,0,0,0,0,0,0,0,16.119278095946658
1758020400,115377.7,115435,115200,115279.7,,115475.3290496094,115421.40404878542,114353.36491906637,0,0,0,0,0,0,0,0,0,0,15.75742942787318
1758024000,115279.7,115462.7,115253.4,115436.4,,115474.42964668742,115422.01659106645,114353.81717189286,0,0,0,0,0,0,0,0,0,0,15.276310804719193
1758027600,115436.4,115554.9,114715,115204.2,,115473.74686250878,115422.08194401962,114353.82246453161,0,0,0,0,0,0,0,0,0,0,15.891576278719826
1758031200,115204.2,115302.3,114815,115279.1,,115471.54610586699,115422.3615749916,114353.93941366364,0,0,0,0,0,0,0,0,0,0,17.07469564120219
1758034800,115279.1,115911.1,115018.4,115911.1,,115478.89809218736,115422.83439039213,114354.30522752702,0,0,0,0,0,0,0,0,0,0,17.367489815145458
1758038400,115911.1,116070.3,115603,116066.1,,115489.80589700697,115423.45641844833,114354.79127809209,0,0,0,0,0,0,0,0,0,0,18.06582051500374
1758042000,116066.1,116883.9,116051.6,116456.2,1,115512.63281329212,115424.50962339516,114355.70314543365,1,0,1,0,0,0,1,0,0,0,19.680927879757785
1758045600,116456.2,116769.1,116229.3,116418.3,,115539.72739880119,115426.23309196823,114357.03821961221,0,0,0,0,0,0,0,0,0,0,20.913111903137594
1758049200,116418.3,116825.8,116383.7,116797.2,,115584.18231614506,115429.02504930338,114359.10507918728,0,0,0,0,0,0,0,0,0,0,21.252340573748455
1758052800,116797.2,116922,116712.7,116831.8,1,116151.05673990955,115593.0581917671,114663.98922243781,1,0,0,0,0,0,0,0,0,0,21.621848672907163
1758056400,116831.8,116946.6,116602.3,116800.6,1,116181.40380519335,115606.80212834309,114666.72858879184,0,0,0,0,0,0,0,0,0,0,21.57383119526923
1758060000,116800.6,116958,116696.6,116849.7,1,116213.02484585081,115621.1441172297,114669.57691669231,0,0,0,0,0,0,0,0,0,0,22.429620088202
1758063600,116849.7,116918.2,116620.2,116792.5,,116236.75214235894,115633.7475170825,114671.82798838968,0,0,0,0,0,0,0,0,0,0,23.325224512907088
1758067200,116792.5,116853.7,116553.2,116566.6,,116246.2995137808,115642.61260638383,114672.98919625596,0,0,0,0,0,0,0,0,0,0,24.239158369244173
1758070800,116566.6,116763,116503.7,116663.9,,116255.39552509518,115649.28630594333,114673.73922314237,0,0,0,0,0,0,0,0,0,0,25.63605467852472
1758074400,116663.9,117082.2,116551,116678.3,1,116267.56592933927,115658.18277476683,114674.9559780414,1,0,0,0,0,0,0,0,0,0,27.696346672234558
1758078000,116678.3,116746.7,116361.8,116361.8,,116269.11973715299,115663.21958692612,114675.34490313106,0,0,0,0,0,0,0,0,0,0,27.88776725223089
1758081600,116361.8,116476.1,116158.5,116319.1,,116270.10992071818,115669.2312883475,114675.86858273175,0,0,0,0,0,0,0,0,0,0,27.328253548702552
1758085200,116319.1,117210,116311.1,117107.6,1,116619.15687994448,115867.1850596462,114940.56492330508,1,0,0,0,0,0,0,0,0,0,29.17262004943549
1758088800,117107.6,117269.7,116963.7,117220.2,1,116647.36642088501,115885.49369451491,114943.5062404456,0,0,0,0,0,0,0,0,0,0,30.712492541403666
1758092400,117220.2,117272,117109.4,117161.2,1,116672.24042400088,115904.53637817364,114946.49187522673,0,0,0,0,0,0,0,0,0,0,30.69432291687007
1758096000,117161.2,117189.3,116680.9,116853.2,,116735.73312515876,116050.35603532179,115106.08720586839,0,0,0,0,0,0,0,0,0,0,29.211423481739647
1758099600,116853.2,116853.2,116562.9,116563,,116730.00290615324,116061.62927956111,115107.20276633372,0,0,0,0,0,0,0,0,0,0,27.28341434539155
1758103200,116563,116615.2,116275,116380,,116638.34994847287,116137.1403026582,115173.12269050162,0,0,0,0,0,0,0,0,0,0,24.557166106450314
1758106800,116380,116387.9,116260,116270.7,,116634.75873530748,116139.5706768145,115173.21743533178,0,0,0,0,0,0,0,0,0,0,22.28841077701233
1758110400,116270.7,116540.6,116102.2,116206.9,,116633.08076444425,116140.53839755901,115173.23271640667,0,0,0,0,0,0,0,0,0,0,20.420680746991234
1758114000,116206.9,116334.8,115902.7,116118.6,,116627.79890378022,116143.03960098467,115173.32239002826,0,0,0,0,0,0,0,0,0,0,19.363181685485927
1758117600,116118.6,116250,115442.4,115608.8,,116408.4335306424,116171.60599011026,115189.39317118221,0,0,0,0,0,0,0,0,0,0,19.54730612328961
1758121200,115608.8,115887.9,115527.9,115875.3,,116394.96014042066,116174.42830145611,115189.72752905876,0,0,0,0,0,0,0,0,0,0,19.93864127968925
1758124800,115875.3,115875.3,115371.5,115642.3,,116371.68350477003,116177.47844138723,115190.03686136511,0,0,0,0,0,0,0,0,0,0,19.867852925612876
1758128400,115642.3,116287.5,115451.3,115501.5,,116343.10706474257,116180.19802662195,115190.27150471599,0,0,0,0,0,0,0,0,0,0,19.217693370701518
1758132000,115501.5,116329.6,114728.6,115239.4,,115916.7836973423,116129.3241636798,115195.04359398314,0,0,0,1,0,0,0,1,0,0,20.633024330287554
1758135600,115239.4,116000,115089.4,115652.4,,115850.1662744546,116094.1541071561,115217.22543587846,0,0,0,0,0,0,0,0,0,0,20.476530200623937
1758139200,115652.4,116142,115500.1,115620.1,,115845.13850486325,116091.43316712273,115217.37809013393,0,0,0,0,0,0,0,0,0,0,19.783879398906503
1758142800,115620.1,116120.7,115318,116040.9,,115854.4298283224,116085.8087855758,115218.993232088,0,0,0,0,0,0,0,0,0,0,19.40529179494998
1758146400,116040.9,116816.4,116038.8,116565.3,,115869.98346837188,116083.44768686108,115219.62371443887,0,0,0,0,0,0,0,0,0,0,18.650585012806967
1758150000,116565.3,116991,116325.1,116443.3,,115870.92359628335,116083.27343771738,115219.62695112482,0,0,0,0,0,0,0,0,0,0,17.995211613278858
1758153600,116443.3,116469.2,116094.5,116343.5,,115871.1529657982,116083.22196035905,115219.6272145966,0,0,0,0,0,0,0,0,0,0,18.338760040696503
1758157200,116343.5,116869.9,116334.9,116637.2,,115950.65797967353,116076.34281283076,115233.35303157881,0,0,0,0,0,0,0,0,0,0,18.64381201518449
1758160800,116637.2,116954.6,116428.4,116944.2,,115956.45931667976,116075.9928102398,115233.40800574874,0,0,0,0,0,0,0,0,0,0,18.692709865135715
1758164400,116944.2,117900,116896,117582,1,115969.35187396906,116075.5699126789,115233.54425793892,1,0,1,0,0,0,1,0,0,0,19.748191392669423
1758168000,117582,117758.1,117236.1,117596.7,,115993.49115796451,116074.96115468227,115233.98996034195,0,0,0,0,0,0,0,0,0,0,19.83681043640932
1758171600,117596.7,117597,117180.4,117270.2,,116011.37509594906,116074.51580289428,115234.33549723175,0,0,0,0,0,0,0,0,0,0,19.782444925618652
1758175200,117270.2,117330.1,116896,117098.7,,116166.5160319125,116081.07915924967,115267.06789639153,0,0,0,0,0,0,0,0,0,0,18.712942006491584
1758178800,117098.7,117259.5,117038.7,117070.1,,116312.25185309102,116099.72166706348,115306.71096169105,0,0,0,0,0,0,0,0,0,0,18.99529760475838
1758182400,117070.1,117408.3,117001,117228.2,,116330.77320344717,116102.05770893994,115307.34579477833,0,0,0,0,0,0,0,0,0,0,18.231112955902365
1758186000,117228.2,117351.2,117108.2,117300.2,,116353.52615718161,116105.0087569143,115308.20104960387,0,0,0,0,0,0,0,0,0,0,17.46692830704635
1758189600,117300.2,117304.2,117072.1,117185.2,,116381.78399505166,116109.71076231779,115309.69422895405,0,0,0,0,0,0,0,0,0,0,17.028680674859366
1758193200,117185.2,117302.4,117008.3,117066.9,,116399.96060438275,116113.56102851324,115310.62470540385,0,0,0,0,0,0,0,0,0,0,16.071912192892704
1758196800,117066.9,117285.5,116966.1,117123.7,,116648.4189703142,116205.36888851787,115457.24274459686,0,0,0,0,0,0,0,0,0,0,16.8189096118548
1758200400,117123.7,117666.4,116990,117420.6,,116681.56129165408,116215.58807355196,115459.47378012424,0,0,0,0,0,0,0,0,0,0,18.656670815433323
1758204000,117420.6,117846.9,117389.8,117636.4,,117198.79256485298,116481.8865103484,115799.09124597831,0,0,0,0,0,0,0,0,0,0,20.47860400577779
1758207600,117636.4,117707.8,117326.2,117587,,117217.28436827139,116499.40141525726,115801.44571700944,0,0,0,0,0,0,0,0,0,0,22.070837642478057
