timestamp,trend_regime,trend_confidence,vol_regime,vol_percentile,crypto_regime,crypto_confidence,hmm_regime,composite_score,regime_stability,favorable_for_long,adx,rsi_14,atr_ratio,drawdown_50,momentum_composite,trend_composite
2025-09-29 23:00:00,WEAK_BULL,0.5730904607610625,EXTREME,0.91,ACCUMULATION,0.3490898800594673,0,0.2596898800594673,1.0,False,47.797811068672836,51.428571428571445,1.2913334774151728,-0.01536643026004723,0.19022470014866832,0.5
2025-09-30 00:00:00,WEAK_BULL,0.4671873716044738,ELEVATED,0.88,ACCUMULATION,0.27627924840104523,0,0.19707924840104526,2.0,True,45.183831110316724,53.84615384615383,1.219512195121952,-0.021867612293144097,0.030698121002613134,0.5
2025-09-30 01:00:00,WEAK_BULL,0.4577537469171691,ELEVATED,0.835,ACCUMULATION,0.2794743906837741,1,0.21557439068377413,3.0,True,42.15357585624515,55.02183406113535,1.2171561051004638,-0.03191489361702121,0.07243597670943523,0.5
2025-09-30 02:00:00,WEAK_BULL,0.42858527660285023,ELEVATED,0.825,ACCUMULATION,0.26174914599817733,1,0.20124914599817734,4.0,True,41.077384410512856,54.07725321888408,1.2405727401901845,-0.037234042553191495,0.03562286499544336,0.5
2025-09-30 03:00:00,WEAK_BULL,0.39128954634205254,ELEVATED,0.835,ACCUMULATION,0.2523898083170649,1,0.18848980831706497,5.0,True,38.892728594572134,51.63934426229513,1.1886160714285712,-0.04432624113475165,0.004724520792662407,0.5
2025-09-30 04:00:00,SIDEWAYS,0.38382446362290634,ELEVATED,0.795,ACCUMULATION,0.251483116900618,1,0.17521688309938202,1.0,False,36.75955674971338,48.47161572052401,1.1428571428571426,-0.043144208037825066,-0.03245779225154498,0.5
2025-09-30 05:00:00,SIDEWAYS,0.38655959839382376,NORMAL,0.735,ACCUMULATION,0.26172815911901937,1,0.14937184088098063,2.0,False,33.502439949504954,47.321428571428555,1.124130971069746,-0.03664302600472803,-0.1030703977975485,0.5
2025-09-30 06:00:00,SIDEWAYS,0.31693863508919506,NORMAL,0.7,ACCUMULATION,0.2229094483420953,1,0.1790905516579047,3.0,False,30.080182466157588,50.71770334928229,1.0922057502246179,-0.037234042553191495,-0.032273620855238314,0.5
2025-09-30 07:00:00,WEAK_BULL,0.3082336754489501,NORMAL,0.6825,ACCUMULATION,0.22012752324166537,1,0.20807752324166537,1.0,True,28.901177139686837,54.63917525773195,1.081156197887716,-0.03900709219858153,0.03844380810416343,0.5
2025-09-30 08:00:00,SIDEWAYS,0.3092217095725275,NORMAL,0.685,ACCUMULATION,0.23810107708601333,1,0.15999892291398668,1.0,False,26.847036321501083,40.88397790055248,0.9742768823139774,-0.05023640661938523,-0.08150269271503331,0.5
