time,timestamp,close,pine_mama,py_mama,mama_abs_diff,mama_rel_diff,pine_fama,py_fama,fama_abs_diff,fama_rel_diff,pine_kama,py_kama,kama_abs_diff,kama_rel_diff,pine_signal,py_signal,signal_match
1767074400,2025-12-30 06:00:00+00:00,87450.8,87454.46264050709,87361.5,92.96264050708851,0.0010629833824401106,88125.39466812287,87361.5,763.8946681228699,0.008668269469880622,88122.95752275518,87361.5,761.4575227551832,0.008640853009938516,0,0,1
1767078000,2025-12-30 07:00:00+00:00,87487.3,87455.43394630503,87361.5,93.93394630502735,0.0010740778710525859,88115.48618669284,87361.5,753.9861866928404,0.008556795397977468,88122.41769323031,87361.5,760.9176932303089,0.008634780038368872,0,0,1
1767081600,2025-12-30 08:00:00+00:00,87862.4,87462.68769114152,87361.5,101.18769114151655,0.001156924098866506,88109.66846102092,87361.5,748.1684610209195,0.008491332155584081,88122.34915488341,87361.5,760.8491548834136,0.008634008990683496,0,0,1
1767085200,2025-12-30 09:00:00+00:00,87982.7,87573.08727445718,87361.5,211.5872744571825,0.0024161221334365024,88052.70986753907,87361.5,691.2098675390735,0.007849955652459599,88117.32023964761,87361.5,755.8202396476117,0.008577431061135891,0,0,1
1767088800,2025-12-30 10:00:00+00:00,87945.0,87639.84623303756,87361.5,278.34623303756234,0.0031760237494875276,88015.65500979684,87361.5,654.1550097968429,0.0074322574742417165,88112.71985767096,87361.5,751.2198576709634,0.008525668698962121,0,0,1
1767092400,2025-12-30 11:00:00+00:00,87903.3,87642.0468681156,87361.5,280.5468681156053,0.0032010533544221567,88014.09463130709,87361.5,652.594631307089,0.007414660504556932,88112.70644086752,87361.5,751.2064408675215,0.008525517728497608,0,0,1
1767096000,2025-12-30 12:00:00+00:00,88018.0,87647.53299381041,87361.5,286.0329938104114,0.0032634460325381984,88011.42009152054,87361.5,649.9200915205438,0.007384497271430351,88112.68910929996,87361.5,751.1891092999576,0.008525322707699231,0,0,1
1767099600,2025-12-30 13:00:00+00:00,88104.0,87652.56115510389,87361.5,291.0611551038892,0.0033206235079525806,88009.44360626592,87361.5,647.9436062659224,0.007362205460185314,88112.68815686046,87361.5,751.1881568604585,0.008525311990518031,0,0,1
1767103200,2025-12-30 14:00:00+00:00,88879.7,87712.23291676851,87361.5,350.7329167685093,0.003998677323621726,88002.21741279091,87361.5,640.7174127909093,0.007280696232749501,88113.72709745889,87361.5,752.2270974588901,0.008537002374520866,0,0,1
1767106800,2025-12-30 15:00:00+00:00,89016.2,87785.03631564908,87453.88560211897,331.15071353010717,0.0037722911264670093,87996.15455957635,87364.07904740403,632.0755121723196,0.007182990158329967,88115.18887253922,87364.1801904175,751.0086821217265,0.008523033221980366,0,0,1
1767110400,2025-12-30 16:00:00+00:00,88741.6,88257.39319920781,88089.76669383065,167.626505377164,0.0018992913715320178,88060.65516298634,87543.25350317263,517.4016598137096,0.00587551454001882,88201.82001069102,87554.6740060377,647.1460046533175,0.007337104887119975,0,0,1
1767114000,2025-12-30 17:00:00+00:00,88381.5,88296.32194222421,88181.27506269276,115.04687953145185,0.001302963441747116,88097.61611689012,87643.31803296041,454.2980839297088,0.005156757968648491,88214.38823083189,87612.50866614803,601.8795646838553,0.00682291831020704,0,0,1
1767117600,2025-12-30 18:00:00+00:00,88305.6,88298.94648889161,88216.4436947245,82.50279416711419,0.0009343576276699224,88126.09195578088,87724.37999021164,401.7119655692368,0.004558377169054589,88219.76830531211,87653.39026543866,566.3780398734525,0.006420080790887186,0,0,1
1767121200,2025-12-30 19:00:00+00:00,88229.3,88296.87853825759,88216.82542544874,80.0531128088478,0.0009066358192284464,88128.62746207227,87731.69086019394,396.936601878333,0.004504059728482232,88219.77439873881,87653.75843331036,566.0159654284507,0.006415976115175177,0,0,1
1767124800,2025-12-30 20:00:00+00:00,87932.6,88290.0526956977,88211.49961620697,78.55307949072449,0.0008897160789049151,88130.13985316068,87736.18618270602,393.95367045466264,0.004470135541723346,88219.69157692412,87653.83885191545,565.8527250086627,0.006414131753286184,0,0,1
1767128400,2025-12-30 21:00:00+00:00,88279.6,88289.79337187707,88213.18913747717,76.60423439989972,0.0008676454148809964,88132.12029732786,87742.10323187034,390.0170654575195,0.004425368005918096,88219.7198698796,87654.13438018001,565.5854896995879,0.006411100494694416,0,0,1
1767132000,2025-12-30 22:00:00+00:00,88437.0,88294.84157017301,88220.86434632617,73.97722384684312,0.000837843100811831,88134.91042051309,87750.31237663841,384.5980438746774,0.004363742381306869,88219.89528149122,87654.76639250429,565.128888986932,0.006405912035870412,0,0,1
1767135600,2025-12-30 23:00:00+00:00,88499.0,88357.61230613841,88306.38018661803,51.232119520384,0.0005798268896501721,88169.14648236327,87835.79693318762,333.34954917564755,0.0037807959186984806,88238.79104356392,87711.92213485882,526.8689087051025,0.0059709443258916,0,0,1
1767139200,2025-12-31 00:00:00+00:00,88263.7,88355.26687043786,88305.3142599305,49.95261050736008,0.0005653608695518903,88171.47063678317,87841.65997044784,329.81066633532464,0.0037405598880612865,88238.80294225097,87712.18571202467,526.6172302263003,0.005968091278062235,0,0,1
1767142800,2025-12-31 01:00:00+00:00,88656.6,88365.35193126167,88317.07114195767,48.28078930400079,0.0005463769254442377,88174.71506040539,87849.61553542002,325.09952498537314,0.0036869926345966518,88239.12740385109,87712.91914507638,526.2082587747136,0.005963434524532117,0,0,1
1767146400,2025-12-31 02:00:00+00:00,88673.1,88374.71171788037,88327.89933059599,46.812387284386205,0.0005297034227825935,88177.75638905789,87856.888748026,320.8676410318876,0.0036388728197636992,88239.41602262843,87713.5577250854,525.8582975430327,0.0059594489769535615,0,0,1
1767150000,2025-12-31 03:00:00+00:00,88457.1,88393.74281448852,88357.74374970517,35.99906478334742,0.0004072580664323545,88202.70203923208,87914.73568741107,287.96635182101454,0.003264824604726153,88248.5030623529,87744.59628966215,503.9067726907524,0.005710088615720902,0,0,1
1767153600,2025-12-31 04:00:00+00:00,88334.7,88393.03607243304,88357.46791619057,35.56815624247247,0.00040238640760485245,88203.84118772132,87917.38543817333,286.4557495479967,0.0032476561756346004,88248.51397861462,87744.67102232334,503.8429562912788,0.005709364765205857,0,0,1
1767157200,2025-12-31 05:00:00+00:00,88461.0,88393.8586841332,88358.72103246169,35.13765167150996,0.0003975123633540076,88204.9911405079,87920.05632430775,284.9348162001552,0.0032303706685516535,88248.54145375255,87744.76364600437,503.777807748178,0.005708624748344281,0,0,1
1767160800,2025-12-31 06:00:00+00:00,88519.3,88411.99451166444,88381.93692780123,30.057583863206673,0.00033997178809534826,88219.95501987945,87953.44479327866,266.5102266007889,0.003020974410389731,88253.4122726816,87758.69719080493,494.7150818766677,0.005605619875049344,0,0,1
1767164400,2025-12-31 07:00:00+00:00,88617.4,88415.635389844,88386.11058629795,29.52480354605359,0.00033393192749079086,88221.68926854765,87957.27936327388,264.4099052737729,0.0029971077120152013,88253.50726044098,87758.92128148077,494.5859789602109,0.0056041509772598655,0,0,1
1767168000,2025-12-31 08:00:00+00:00,88431.6,88415.79644557257,88386.56949701328,29.226948559298762,0.00033056252088720854,88222.66837397253,87959.44476645591,263.2236075166147,0.002983627817748834,88253.52360320078,87758.98301014389,494.5405930568959,0.005603635672162101,0,0,1
1767171600,2025-12-31 09:00:00+00:00,88661.6,88448.09298686782,88422.70621610121,25.386770766606787,0.0002870245124490818,88237.4778329657,87989.87911589771,247.5987170679873,0.0028060493471571547,88259.67330072701,87772.58541771559,487.0878830114234,0.005518804509413601,0,0,1
1767175200,2025-12-31 10:00:00+00:00,88845.8,88448.46213145467,88423.09892423786,25.363207216811134,0.00028675690459281926,88237.57574890522,87990.08016936407,247.49557954115153,0.0028048773715796727,88259.67380101213,87772.58633375181,487.08746726032405,0.00551879976758693,0,0,1
1767178800,2025-12-31 11:00:00+00:00,89014.9,88448.4821148797,88423.11980245433,25.36231242537906,0.00028674672327827716,88237.57946919987,87990.08780799093,247.4916612089437,0.002804832846704877,88259.67380195177,87772.58633529747,487.087466654295,0.005518799760661744,0,0,1
1767182400,2025-12-31 12:00:00+00:00,88781.6,88452.13913414768,88427.05525308059,25.083881067097536,0.00028358704846080646,88238.75720366549,87992.48635582873,246.27084783675673,0.002790960068355615,88259.73601576309,87772.70661012942,487.02940563367156,0.005518138027816995,0,0,1
1767186000,2025-12-31 13:00:00+00:00,88990.7,88461.5330320884,88436.88667894737,24.64635314102634,0.0002786109656508684,88240.70009770825,87996.36210279152,244.33799491672835,0.0027689942922730073,88259.92130790226,87773.01535940512,486.9059484971367,0.005516727652617362,0,0,1
1767189600,2025-12-31 14:00:00+00:00,88491.1,88462.93350512355,88439.45455450728,23.47895061627787,0.0002654100388262393,88245.96326665285,88006.85589154536,239.10737510748731,0.002709555953114552,88260.4156929954,87774.55101279385,485.86468020155735,0.005504899069267775,0,0,1
1767193200,2025-12-31 15:00:00+00:00,87950.1,88459.66523042302,88436.33591055342,23.32931986960466,0.0002637283309724899,88246.64422520438,88008.2244240871,238.4198011172848,0.00270174354175826,88260.40388000046,87774.5576955345,485.8461844659614,0.00550469024735624,0,0,1
1767196800,2025-12-31 16:00:00+00:00,87649.6,88454.4369769061,88431.25822713145,23.178749774655444,0.00026204168571789124,88247.3147842804,88009.58957832743,237.725205952971,0.0026938520059685404,88260.38005225366,87774.552820876,485.8272313776688,0.005504476992848203,0,0,1
1767200400,2025-12-31 17:00:00+00:00,87616.3,88440.78130014105,88417.98019927517,22.80110086587956,0.0002578120696209091,88248.89084898,88012.91651083798,235.97433814201213,0.0026739637843815416,88260.23579813431,87774.51737711208,485.7184210222331,0.005503253153924845,0,0,1
1767204000,2025-12-31 18:00:00+00:00,87683.3,88426.4392583917,88404.06987028295,22.3693881087529,0.0002529717163368651,88250.57168697548,88016.61953150034,233.9521554751409,0.0026509987527895966,88260.06627844983,87774.49057492535,485.5757035244751,0.005501646712937452,0,0,1
1767207600,2025-12-31 19:00:00+00:00,87534.0,88214.73722192465,88197.67423979548,17.062982129165903,0.0001934255280525295,88246.3214093484,88038.09418655255,208.2272227958456,0.002359613630011177,88228.32630419605,87763.97753378439,464.348770411656,0.005263035012255152,0,0,1
1767211200,2025-12-31 20:00:00+00:00,87662.2,88206.34642339432,88189.54255873217,16.80386466215714,0.0001905062996430875,88246.01788042756,88039.2441296951,206.77375073246367,0.0023431510644779455,88228.21482165644,87763.95749158204,464.25733007439703,0.005262005255493855,0,0,1
1767214800,2025-12-31 21:00:00+00:00,87795.5,88196.78816399399,88180.37523786316,16.412926130826236,0.00018609437455146185,88245.44522070233,88040.88582311691,204.55939758541354,0.002318073154640553,88228.03193311309,87763.9708231416,464.0611099714879,0.0052597921522640236,0,0,1
1767218400,2025-12-31 22:00:00+00:00,87728.5,88184.99795663462,88168.99826281957,15.999693815043429,0.00018143328441093067,88244.68427281547,88042.49858246635,202.18569034912798,0.0022911939910630176,88227.78998864711,87763.95364312007,463.8363455270446,0.005257259029005823,0,0,1
1767222000,2025-12-31 23:00:00+00:00,87643.3,88172.82359051728,88157.18348109402,15.640109423256945,0.0001773801584929508,88243.8767579956,88043.78732273841,200.08943525719224,0.002267459710614567,88227.5573846796,87763.9056277278,463.6517569518037,0.005255180701991362,0,0,1
1767225600,2026-01-01 00:00:00+00:00,87804.5,88167.48763861576,88152.07410949787,15.413529117882717,0.00017482100863597561,88243.32342842712,88044.571705141,198.7517232861137,0.0022523145725276126,88227.48099193444,87763.91295797577,463.5680339586688,0.0052542363076312605,0,0,1
1767229200,2026-01-01 01:00:00+00:00,87950.9,88164.48534631277,88149.28547629439,15.199870018375805,0.00017240354728630531,88242.77700996892,88045.2974652794,197.47954468952958,0.0022379117178873463,88227.434958644,87763.94407952447,463.4908791195194,0.005253364549663918,0,0,1
1767232800,2026-01-01 02:00:00+00:00,87915.9,88123.46461722969,88110.77297933107,12.691637898620684,0.0001440210953319605,88232.9327423735,88050.69974132527,182.23300104822556,0.002065362618970376,88220.29383193706,87767.42727282872,452.8665591083409,0.005133360357777413,0,0,1
1767236400,2026-01-01 03:00:00+00:00,87852.9,88117.75298807403,88105.32927112456,12.4237169494736,0.00014098994275483899,88231.71701792006,88051.27635703053,180.44066088953696,0.0020450770651203472,88220.16284686088,87767.45774599051,452.7051008703711,0.005131537805662525,0,0,1
1767240000,2026-01-01 04:00:00+00:00,87591.0,88105.77796206324,88093.63668173394,12.141280329291476,0.00013780345182945087,88230.28548976188,88051.75785974777,178.52763001411222,0.0020234279989361286,88219.90740355644,87767.38610325134,452.52130030510307,0.005129469227790874,0,0,1
1767243600,2026-01-01 05:00:00+00:00,87700.4,87996.84609258176,87987.96737827218,8.878714309583302,0.00010089809696408866,88198.92094565097,88043.18707266441,155.7338729865587,0.001765711771944732,88191.79761218301,87763.7615824564,428.0360297266161,0.004853467570860425,0,0,1
1767247200,2026-01-01 06:00:00+00:00,87653.0,87984.92412236982,87976.35325441883,8.570867950984393,9.741291518378754e-05,88195.2110536271,88042.02842813206,153.18262549504288,0.0017368587666500416,88191.35499908976,87763.6705936964,427.68440539336007,0.004849504868110648,0,0,1
1767250800,2026-01-01 07:00:00+00:00,87629.9,87969.99763310133,87961.78711522357,8.210517877756502,9.333316015308212e-05,88190.47666307056,88040.34161163066,150.1350514398946,0.0017023952825822872,88190.7359443083,87763.52309955034,427.21284475795983,0.004844191855114364,0,0,1
1767254400,2026-01-01 08:00:00+00:00,87768.8,87963.62932999473,87955.67869125024,7.950638744485332,9.03855241654319e-05,88186.88657964442,88039.00173717349,147.88484247092856,0.001676948219930284,88190.43643916503,87763.52684528199,426.90959388304327,0.004840769715178032,0,0,1
1767258000,2026-01-01 09:00:00+00:00,87881.5,87934.2751207951,87929.16615521404,5.108965581050143,5.809982028090832e-05,88141.74308699832,88019.37332518834,122.36976180998317,0.0013883292696991578,88163.81635942539,87773.69222038056,390.12413904482673,0.004424991511873448,0,0,1
1767261600,2026-01-01 10:00:00+00:00,87857.6,87932.42659588649,87927.44079998597,4.985795900516678,5.670031060816778e-05,88139.21992991953,88018.26514589247,120.95478402706794,0.0013723151183234936,88163.67870201309,87773.72994053319,389.9487614799,0.004423009194045757,0,0,1
1767265200,2026-01-01 11:00:00+00:00,88013.1,87932.65326721194,87927.68148010375,4.971787108181161,5.6540851702413326e-05,88138.92973056732,88018.13788759828,120.79184296904714,0.0013704709523736764,88163.67754641484,87773.73177755011,389.9457688647235,0.004422975308163975,0,0,1
1767268800,2026-01-01 12:00:00+00:00,87941.6,87932.78303305605,87927.88335809945,4.899674956599483,5.572068559182958e-05,88137.43472670102,88017.4833494845,119.95137721652281,0.0013609583440733367,88163.63735767912,87773.76215618016,389.87520149895863,0.0044221769108418055,0,0,1
1767272400,2026-01-01 13:00:00+00:00,87916.2,87930.30297939152,87926.1360688689,4.1669105226174,4.738878840886071e-05,88121.94606888968,88010.65268837227,111.2933805174107,0.0012629473755652952,88158.89982212009,87776.4893286507,382.4104934693896,0.004337741217744172,0,0,1
1767276000,2026-01-01 14:00:00+00:00,87961.5,87930.74051776282,87926.6320481813,4.108469581522513,4.672392791565953e-05,88120.60523948043,88010.06349342114,110.5417460592871,0.001254436981667046,88158.86624820954,87776.52079540514,382.3454528043949,0.004337005103127221,0,0,1
1767279600,2026-01-01 15:00:00+00:00,88028.0,87933.26820001373,87929.26650568332,4.00169433040719,4.550830888378792e-05,88118.17088295959,88009.01357465162,109.1573083079711,0.0012387604873568716,88158.79933654533,87776.64937624492,382.1499603004049,0.004334790890714735,0,0,1
1767283200,2026-01-01 16:00:00+00:00,87995.7,87934.42178222301,87930.49402911148,3.927753111536731,4.466684413146131e-05,88116.47327297855,88008.28815306489,108.18511991365813,0.0012277513601629101,88158.75346550145,87776.71098336724,382.04248213420215,0.004333574002764276,0,0,1
1767286800,2026-01-01 17:00:00+00:00,88325.6,87944.78219057893,87940.9584645433,3.823726035625441,4.347871403375943e-05,88114.19964213218,88007.39653508125,106.80310705093143,0.0012120987024191623,88158.8415572005,87777.00078600658,381.8407711939217,0.004331281632667215,0,0,1
1767290400,2026-01-01 18:00:00+00:00,88199.9,87950.61961099254,87946.88337667874,3.7362343137938296,4.248104595873541e-05,88112.32818240304,88006.70422601246,105.62395639058377,0.0011987420894375822,88158.85841620143,87777.17443258825,381.68398361318395,0.004329502337827911,0,0,1
1767294000,2026-01-01 19:00:00+00:00,88391.5,88102.87046812139,88100.42448143687,2.4459866845136276,2.776284894597922e-05,88110.69514865764,88022.88660741848,87.80854123916652,0.0009965707465026652,88177.84846702187,87827.32055674611,350.52791027576313,0.003975237731127666,0,0,1
1767297600,2026-01-01 20:00:00+00:00,88263.8,88137.52188342862,88135.60256763821,1.919315790408291,2.1776375706895787e-05,88113.58332063278,88035.02163168573,78.56168894705479,0.000891595665349121,88181.0215731757,87843.43423801992,337.58733515578206,0.003828344570442975,0,0,1
1767301200,2026-01-01 21:00:00+00:00,88389.9,88189.96129708577,88188.44077892505,1.5205181607161649,1.7241397301377547e-05,88121.51827227582,88050.9604346103,70.55783766551758,0.0008006879482887439,88188.26306334435,87862.37935601533,325.88370732901967,0.0036953183565362,0,0,1
1767304800,2026-01-01 22:00:00+00:00,88650.0,88204.40650055082,88202.93372662133,1.4727739294903586,1.6697282912743836e-05,88122.81961639611,88053.34641334474,69.47320305136964,0.0007883679091725688,88188.58658882047,87862.93121860985,325.65537021061755,0.0036927156087554346,0,0,1
1767308400,2026-01-01 23:00:00+00:00,88848.2,88230.31599349497,88228.90249140616,1.4135020888061263,1.6020594201547923e-05,88124.98271421113,88056.87904373766,68.10367047347245,0.0007728077597964734,88189.26824104942,87863.94940691465,325.31883413477044,0.003688871000103666,0,0,1
1767312000,2026-01-02 00:00:00+00:00,88839.0,88307.03080134353,88307.74880487856,0.7180035350320395,8.130762958696553e-06,88136.45482771691,88073.08969494425,63.36513277265476,0.000718943516579111,88194.60318324932,87872.36747498746,322.2357082618546,0.0036536896434844032,0,0,1
1767315600,2026-01-02 01:00:00+00:00,88647.7,88342.09664867088,88343.76698739218,1.6703387213055976,1.890761918350653e-05,88147.03841544091,88087.42896520068,59.60945024022658,0.0006762501759762431,88197.63170921845,87877.85827721003,319.7734320084128,0.0036256464693143224,0,0,1
1767319200,2026-01-02 02:00:00+00:00,88641.9,88473.23989374071,88474.17957471817,0.9396809774625581,1.0621075690131231e-05,88218.38371598735,88172.01729575137,46.366420235979604,0.0005255868253634402,88249.52159123843,87967.09722510831,282.42436613011523,0.0032002934524480733,0,0,1
1767322800,2026-01-02 03:00:00+00:00,88945.9,88717.97576871602,88718.4288978496,0.45312913358793594,5.107523358842455e-06,88347.7241199437,88313.4789081926,34.245211751098395,0.0003876184937668117,88352.0644998955,88111.22760347184,240.8368964236579,0.0027258774063388495,0,0,1
1767326400,2026-01-02 04:00:00+00:00,88643.3,88715.56184198914,88716.00032352626,0.43848153711587656,4.942554925108336e-06,88353.66937717817,88319.984748168,33.684629010167555,0.0003812476521644988,88352.27839825743,88111.61838486356,240.6600133938773,0.0027238687870512666,0,0,1
1767330000,2026-01-02 05:00:00+00:00,88763.6,88717.12380369732,88717.54802799813,0.4242243008047808,4.781763459142947e-06,88359.57824130204,88326.44813732975,33.13010397228936,0.000374946379687486,88352.58335716781,88112.1017720771,240.48158509070345,0.0027218398823557863,0,0,1
1767333600,2026-01-02 06:00:00+00:00,88943.9,88725.70941628727,88726.11757970709,0.408163419822813,4.600283531211608e-06,88366.5089961096,88334.01376161537,32.4952344942285,0.00036773246859462475,88353.14040342583,88112.88536255424,240.2550408715906,0.002719258645188744,0,0,1
1767337200,2026-01-02 07:00:00+00:00,88866.6,88768.79282899151,88769.0761787254,0.28334973388700746,3.1919971518917246e-06,88428.01686959402,88400.53337270122,27.483496892804396,0.0003108007831198417,88387.59405617714,88163.46036897227,224.1336872048705,0.002535804821912182,0,0,1
1767340800,2026-01-02 08:00:00+00:00,89177.5,88785.4607449344,88785.73253908551,0.271794151107315,3.0612461638075357e-06,88435.30551644327,88408.38797837247,26.917538070803857,0.00030437547440596483,88388.42665834735,88164.5292197691,223.89743857824942,0.0025331080894073666,0,0,1
1767344400,2026-01-02 09:00:00+00:00,89478.4,88818.20453514201,88818.46348607403,0.2589509320241632,2.9155164009390225e-06,88444.35217172172,88418.07672547064,26.275446251078392,0.00029708450122470825,88389.84625874016,88166.24042811194,223.60583062822116,0.002529768294580675,1,0,0
1767348000,2026-01-02 10:00:00+00:00,89659.5,88859.70955284579,88859.95572852409,0.24617567830136977,2.770385808598289e-06,88454.59792733142,88428.97669855427,25.621228777148644,0.00028965400756439353,88391.59996230017,88168.3029862269,223.2969760732667,0.0025262239417377323,0,0,1
1767351600,2026-01-02 11:00:00+00:00,89505.1,89129.79092788942,89129.93408458753,0.1431566981045762,1.6061599226727384e-06,88595.87446374021,88575.64414265855,20.230321081660804,0.00022834382756660416,88513.5340703977,88314.68928713676,198.84478326093813,0.00224649015937823,0,0,1
1767355200,2026-01-02 12:00:00+00:00,89407.9,89142.72788605523,89142.84995594741,0.12206989218248054,1.3693757760982338e-06,88608.59360985372,88588.82194056979,19.77166928393126,0.0002231348955947378,88514.78373332403,88316.21338134847,198.57035197556252,0.002243358042582041,0,0,1
1767358800,2026-01-02 13:00:00+00:00,89348.9,89206.20410960118,89206.28859664273,0.084487041545799,9.470982695552869e-07,88700.58970221938,88683.87468738199,16.71501483739121,0.0001884431083660877,88571.3804643579,88386.28357315878,185.09689119912218,0.002089804745378302,0,0,1
1767362400,2026-01-02 14:00:00+00:00,89582.7,89221.37453087409,89221.45561361815,0.08108274405822158,9.087816062524768e-07,88711.08188214047,88694.70525595824,16.37662618223112,0.0001846063178892208,88572.4274655506,88387.52220188265,184.9052636679553,0.0020876165298718097,0,0,1
1767366000,2026-01-02 15:00:00+00:00,89405.6,89226.84150913883,89226.92018571396,0.07867657512542792,8.817590513653862e-07,88718.73458804483,88702.60212132367,16.13246672115929,0.0001818383320734739,88572.95960404916,88388.1724374203,184.78716662885563,0.0020862706570370488,0,0,1
1767369600,2026-01-02 16:00:00+00:00,90375.6,89283.79399718936,89283.86877318249,0.0747759931255132,8.37509135508591e-07,88732.7416833147,88717.0109732745,15.730710040195845,0.00017728191129649099,88575.4659619042,88390.935719933,184.53024197120976,0.0020833109932560235,0,0,1
1767373200,2026-01-02 17:00:00+00:00,90377.2,89336.34232127792,89336.41350358936,0.07118231143977027,7.967900810599478e-07,88747.24599455053,88731.89499843103,15.350996119494084,0.000172974337935362,88577.86774500796,88393.5834891856,184.28425582234922,0.002080477443336686,0,0,1
1767376800,2026-01-02 18:00:00+00:00,89769.9,89444.66645049749,89444.71984795058,0.053397453084471636,5.969886769494979e-07,88834.37103845822,88820.94443164355,13.426606814668048,0.00015114202597162976,88634.84945823654,88459.37438737863,175.47507085790858,0.0019797525683234777,0,0,1
1767380400,2026-01-02 19:00:00+00:00,89897.8,89552.46540189319,89552.50609627132,0.04069437812722754,4.544194059270113e-07,88919.78715856944,88907.9624646437,11.824693925736938,0.0001329815815308928,88690.3332003708,88522.56707238955,167.76612798126007,0.0018915942913670175,0,0,1
1767384000,2026-01-02 20:00:00+00:00,89735.2,89562.91834159986,89562.96423230172,0.04589070186193567,5.12385066405552e-07,88938.18162669244,88926.70993636143,11.47169033101818,0.00012898498846276453,88693.11396103419,88525.79896687744,167.31499415675353,0.001886448526660824,0,0,1
1767387600,2026-01-02 21:00:00+00:00,90062.9,89577.9673450234,89578.01185445592,0.04450943252595607,4.96879242130167e-07,88947.81011736178,88936.51174071812,11.298376643651864,0.00012702253859588305,88694.00951422052,88526.80390902808,167.20560519244464,0.0018851961491901678,0,0,1
1767391200,2026-01-02 22:00:00+00:00,90193.8,89597.76702384952,89597.81010225616,0.043078406641143374,4.80797770659581e-07,88958.25852237511,88947.14246568934,11.116056685772492,0.00012495811935185917,88695.10145382983,88528.0175845898,167.08386924002843,0.0018838004185271022,0,0,1
1767394800,2026-01-02 23:00:00+00:00,89991.8,89606.48930558575,89606.53143041232,0.04212482656294014,4.7010910581801164e-07,88965.4331141777,88954.44055578865,10.992558389043552,0.00012355988167826677,88695.60397067579,88528.58485238286,167.01911829292658,0.0018830597100183886,0,0,1
1767398400,2026-01-03 00:00:00+00:00,90159.7,89789.24576434784,89789.27397298624,0.02820863839588128,3.1416500000361893e-07,89101.50883012885,89092.33665986237,9.172170266479952,0.00010294068402328186,88806.96203689168,88652.64626978725,154.31576710443187,0.0017376539357390347,0,0,1
1767402000,2026-01-03 01:00:00+00:00,90281.8,89805.53051697342,89805.55779298214,0.027276008724584244,3.0372303985698324e-07,89113.14695866726,89104.12686374197,9.020094925290323,0.00010122069787832823,88808.08521787578,88653.8869718411,154.19824603467714,0.0017363086441552877,0,0,1
