fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5,2,24.18997026212768,1.7486112464988097,-4.029781326588722,1.4546417514201297,440,Base,33.0,28.0
10,5,19.302317228368725,1.3954944370364866,-4.347846773426067,1.3394027666645578,440,Stress1,33.0,28.0
15,10,13.192750936170095,0.9574220919340559,-5.34019801568264,1.214682553642919,440,Stress2,33.0,28.0
20,15,7.083184643971441,0.5257999914011542,-7.092713686167118,1.1072668375013206,440,Stress3,33.0,28.0
