asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
BTC,2.3527927588285036,0.001,True,7.669146149436373,True,2.2470103455541155,True,16.19681067821871,True,1.756025831151339,True,0.0,True,-0.0916873004376857,False,False,
