asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
HBAR,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.75,9.5,10.0,9,40,9,27,78,1.8587869399589023,13.557317589294327,267,0.06654442413068766,0.08304653602722034,78,0.3247287864869702,0.700332151409544,102,-4.2316593737737,1.0673531456811312,0.17469930496399438,0.092,
