asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard008_pbo,guard008_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
ETH,1.8599964283268033,0.001,True,5.677547625524683,True,1.5730423434987522,True,22.3392876264236,True,1.4025616480322844,True,0.0,True,,True,1.2621190043690291,True,0.9961324216057366,,,True,
