fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,9.211334473451327,1.7556374960944017,-1.8374580686325803,1.4705336749283542,408,Base,42.0,37.0
10.0,5.0,7.802065935173497,1.4829595586790196,-1.8796102225721034,1.3855719129505517,408,Stress1,42.0,37.0
