fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5,2,21.91840885813059,2.927688515473037,-2.4655402778661073,1.903059316389197,525,Base,35.0,30.0
10,5,17.856330670020128,2.3858905763013083,-3.0112809455527634,1.6790613372096692,525,Stress1,35.0,30.0
15,10,12.778732934882054,1.7056135402481019,-4.494487443795148,1.4433055953212297,525,Stress2,35.0,30.0
20,15,7.701135199743958,1.0280859842309207,-6.444761953041267,1.2455999625868903,525,Stress3,35.0,30.0
