fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,39.6983278181011,2.604559010682463,-3.717176515573173,1.6381996969492931,522,Base,39.0,34.0
10.0,5.0,33.13451199116917,2.182648302242637,-4.402975768752537,1.498740956302423,522,Stress1,39.0,34.0
