fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,2.4733993205253713,0.3633798426761947,-7.551976312916587,1.076995621437233,345,Base,16.0,11.0
10.0,5.0,1.2644271154114817,0.19370120639530267,-8.022046147379768,1.038506264639457,345,Stress1,16.0,11.0
