fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,11.430116291933157,2.229716186168254,-3.1565343355427267,1.6207030504610267,465,Base,39.0,34.0
10.0,5.0,9.541845835655117,1.8491882882796324,-3.4379033011122773,1.5051579695245465,465,Stress1,39.0,34.0
