asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
BTC,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,7.5,9.5,11,34,12,30,52,3.409118095621426,14.313135137064513,240,-0.4503794654699793,-0.7107448044310849,85,-0.3125728350607929,-0.47344593129404755,75,-2.154321910633794,0.9316886488009193,-0.09168730043768579,0.328,
