asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
SUSHI,1.1432635752913478,0.016,True,17.53510770479154,False,0.27342906534374356,False,32.93546059628997,True,0.7655815370207633,False,0.0,True,0.3881837740713683,False,0.9370479264314409,,,False,
