asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
ETH,0.21939758951937338,0.313,False,31.72632217302352,False,-1.6026721868873828,False,182.31787094724646,False,-0.17716900703132807,False,1.0521603363803029e-13,True,-0.0335935948703716,False,False,
