metric,mean,std,ci_lower_95,ci_upper_95
sharpe,4.881735028833183,0.9898892580555634,2.985939303708478,6.80964214833902
total_return,24.805343565885227,5.105267346360531,15.048564031027405,34.701294120445404
profit_factor,1.6682235504035217,0.1705105246148697,1.3652732024645464,2.0272389347234583
