regime,trades,net_pnl,return_pct,pct_of_total_pnl,avg_pnl_per_trade,pnl_mismatch_pct
CRASH,9,-151.84994219977395,-1.5184994219977395,-7.14630658888481,-16.87221579997488,0.0
HIGH_VOL,12,-48.60439040770764,-0.48604390407707637,-2.287402091746386,-4.05036586730897,0.0
BEAR,15,250.93819937941026,2.509381993794103,11.809562003446317,16.729213291960683,0.0
BULL,81,319.3956804108603,3.1939568041086024,15.031283004234663,3.9431565482822255,0.0
SIDEWAYS,207,962.4689429051789,9.624689429051788,45.29536230729311,4.649608419831782,0.0
RECOVERY,42,346.3382975885802,3.4633829758858017,16.299246625884482,8.246149942585243,0.0
OTHER,111,446.18625423796504,4.4618625423796505,20.998254739772626,4.0196959841258115,0.0
