metric,mean,std,ci_lower_95,ci_upper_95
sharpe,4.999837974550963,1.084472048017088,2.9176027408368235,7.133785080013463
total_return,14.842401025842584,3.0076664178450234,8.905869346969139,20.6460659728136
profit_factor,1.818368788401603,0.23167509707470782,1.413653250798188,2.3150019009634883
