asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
HBAR,1.3177889645170557,0.01,True,11.494473232984285,False,0.29697693857410473,False,41.05115971703958,False,0.6246732257438683,False,1.4112300581791849e-14,True,0.6286322427236474,True,False,
ICP,0.48859199115030416,0.06,False,11.593944965718213,False,-1.2070247244777925,False,96.73479705175394,False,0.17133572652870163,False,1.3357433347058809e-14,True,-0.1300925181591164,False,False,
