fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,2.256792822150566,0.36173151700373424,-4.623633055277232,1.085040751002116,330,Base,15.0,10.0
10.0,5.0,1.0645560474654925,0.17853215843913023,-5.006540212317178,1.0392067193882564,330,Stress1,15.0,10.0
