asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.0,9.5,5,33,12,18,52,3.9436257356264104,29.125937165894,306,-0.1804378605676303,-0.5335572588167081,123,2.841112742252101,7.259518679198296,105,-1.573270072641486,1.6911401003376703,0.7204316364470664,0.002,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,4.5,5.5,10.0,7,27,11,26,52,2.288704549473112,9.008359327492176,225,1.2813534223655763,1.6699219012357824,73,-2.0484210809711936,-2.890100176965593,66,-4.569017076268366,0.5977196717334301,-0.8950133303325523,0.594,
ZIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,2.75,5.0,10.0,8,34,9,25,52,1.6246386772329076,11.91099812865486,369,-0.040728370594383265,-0.14939301343908085,117,0.09288152483164304,0.15347385352642018,132,-4.6445538357114735,1.0099888490368525,0.057170573453193485,0.106,
