metric,mean,std,ci_lower_95,ci_upper_95
sharpe,4.311670414792061,0.949646414005729,2.4668090305587405,6.179976196773517
total_return,26.63497036132613,6.2097905957921204,14.71811070798245,38.791698756794936
profit_factor,1.6648878705018098,0.18358812608295158,1.3338043767257197,2.051022129717884
