asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard008_pbo,guard008_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
OSMO,3.0777231929279663,0.0,True,6.203280913220028,True,3.5063667236504648,True,15.613925482907378,True,2.735323168789897,True,0.0,True,,True,,False,0.9999868174130819,,,False,
