tenkan,kijun,tenkan_5,kijun_5,sharpe,total_return_pct,max_drawdown_pct,profit_factor,trades
11,32,10,19,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,32,10,20,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,32,10,21,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,32,10,22,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,32,10,23,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,32,11,19,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,32,11,20,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,32,11,21,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,32,11,22,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,32,11,23,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,32,12,19,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,32,12,20,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,32,12,21,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,32,12,22,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,32,12,23,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,32,13,19,2.0891518244136025,15.55834869996544,-2.841987321250483,1.5162429384027398,425
11,32,13,20,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,32,13,21,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,32,13,22,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,32,13,23,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,32,14,19,1.979559986432719,14.80760412614599,-2.8614408824288895,1.4830905982125488,425
11,32,14,20,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,32,14,21,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,32,14,22,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,32,14,23,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,33,10,19,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,33,10,20,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,33,10,21,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,33,10,22,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,33,10,23,2.0678548821600278,15.388932466405159,-2.8421320742370915,1.5104152172226046,425
11,33,11,19,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,33,11,20,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,33,11,21,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,33,11,22,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,33,11,23,2.0675295008077734,15.38693993403697,-2.8421320742370915,1.5103154039817666,425
11,33,12,19,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,33,12,20,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,33,12,21,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,33,12,22,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,33,12,23,2.17420387068537,16.08380950927455,-2.8286761026086182,1.5430394503310068,422
11,33,13,19,2.0891518244136025,15.55834869996544,-2.841987321250483,1.5162429384027398,425
11,33,13,20,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,33,13,21,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,33,13,22,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,33,13,23,2.1751571417757183,16.08829918652017,-2.8284135557945955,1.543302584261811,422
11,33,14,19,1.979559986432719,14.80760412614599,-2.8614408824288895,1.4830905982125488,425
11,33,14,20,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,33,14,21,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,33,14,22,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,33,14,23,2.0642672700647884,15.3375546127007,-2.8476811044679584,1.509110011404578,422
11,34,10,19,2.068794143759574,15.394264381047652,-2.841994843710771,1.5106823772450082,425
11,34,10,20,2.068794143759574,15.394264381047652,-2.841994843710771,1.5106823772450082,425
11,34,10,21,2.068794143759574,15.394264381047652,-2.841994843710771,1.5106823772450082,425
11,34,10,22,2.068794143759574,15.394264381047652,-2.841994843710771,1.5106823772450082,425
11,34,10,23,2.068794143759574,15.394264381047652,-2.841994843710771,1.5106823772450082,425
11,34,11,19,2.0684686902116995,15.392271848679439,-2.841994843710771,1.5105825286925763,425
11,34,11,20,2.0684686902116995,15.392271848679439,-2.841994843710771,1.5105825286925763,425
11,34,11,21,2.0684686902116995,15.392271848679439,-2.841994843710771,1.5105825286925763,425
11,34,11,22,2.0684686902116995,15.392271848679439,-2.841994843710771,1.5105825286925763,425
11,34,11,23,2.0684686902116995,15.392271848679439,-2.841994843710771,1.5105825286925763,425
11,34,12,19,2.175162368898823,16.08914142391702,-2.828540168401117,1.5433172814369798,422
11,34,12,20,2.175162368898823,16.08914142391702,-2.828540168401117,1.5433172814369798,422
11,34,12,21,2.175162368898823,16.08914142391702,-2.828540168401117,1.5433172814369798,422
11,34,12,22,2.175162368898823,16.08914142391702,-2.828540168401117,1.5433172814369798,422
11,34,12,23,2.175162368898823,16.08914142391702,-2.828540168401117,1.5433172814369798,422
11,34,13,19,2.090093090272365,15.563680614607955,-2.841850104702104,1.5165112376439067,425
11,34,13,20,2.176115932877586,16.093631101162643,-2.8282776468191217,1.5435805198209787,422
11,34,13,21,2.176115932877586,16.093631101162643,-2.8282776468191217,1.5435805198209787,422
