asset,weight
TIA,0.09090909090909091
CAKE,0.09090909090909091
RUNE,0.09090909090909091
EGLD,0.09090909090909091
SHIB,0.09090909090909091
DOT,0.09090909090909091
NEAR,0.09090909090909091
DOGE,0.09090909090909091
ANKR,0.09090909090909091
ETH,0.09090909090909091
JOE,0.09090909090909091
