asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
STRK,cluster_0,1.2654427270613176,2.0759648792708845,5.905505905508858
METIS,cluster_0,2.8864870314804514,2.0759648792708845,5.926634795564849
AEVO,cluster_1,1.2293087455709704,1.2293087455709704,0.0
