fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,13.48340711454441,2.370281886624783,-1.891046655272921,1.6823458563140432,471,Base,46.0,41.0
10.0,5.0,11.632697785134848,2.0385759995361683,-2.166940601910272,1.5638902242883455,471,Stress1,46.0,41.0
