metric,mean,std,ci_lower_95,ci_upper_95
sharpe,2.16865865187089,1.0242804075308223,0.14713909152897495,4.205499758776418
total_return,6.747692169477754,3.1260311816532873,0.47034979646020514,12.786474171823414
profit_factor,1.2818664947190355,0.146540092192405,1.0168332974761125,1.5954024207105983
