asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
MATIC,3.5018559268079787,0.0,True,16.55870961826896,False,1.4770441851464575,True,46.169668657941905,False,2.723520884178468,True,1.6252664250426296e-14,True,0.7405464623420287,True,0.9808682723659632,,,False,
