asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
AVAX,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.0,10.0,20,20,10,20,52,4.175370329333809,21.68083606433577,276,-0.6125956035597437,-1.048412883898453,99,2.1247142701638153,3.8000063861212574,108,-4.298412002207885,1.4873978115625783,0.5088684601786733,0.008,
