asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.829038510895814,11.747586197089577,237,-0.715831944086806,-1.0707321582096863,82,-0.10884883548990046,-0.1751107270025365,75,-3.061393695705117,0.9717102922765873,-0.038475558063518024,0.154,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.6483054159420867,22.25673967632673,303,-1.4104037937684548,-4.117410641440733,132,1.2373229788295268,3.280204891106786,99,-3.198751188400162,1.2892265185361078,0.4672130983764845,0.098,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.1908272048899082,18.55617996389254,342,-0.8012650262970371,-2.4068890074318783,138,1.2714913488861534,3.5763410393342188,123,-3.6548958807228527,1.2362686219353027,0.5803704400092327,0.092,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,9.5,18,38,10,25,52,3.245896572184066,21.17525031454297,312,-2.259701237224542,-5.275897988873368,129,0.8822554791376416,2.0419699042207418,120,-4.22766754004763,1.1538376104171917,0.27180640526201316,0.068,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424261014955366,16.756810993894522,258,0.0002790677809255883,-0.04526434460556672,114,-0.6573818978548217,-1.2150403843801505,96,-4.448226461513394,0.8772386381452688,-0.19096470874690005,0.39,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.5,1.5,4.0,10.0,5,34,15,27,52,2.549778117796382,10.41384279549078,354,1.030100710213047,1.2929066976454795,105,1.2094648784299784,1.613481529963745,102,-1.9855651815176456,1.27749447239944,0.4743412260025376,0.076,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16540,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.37440225932562,19.70399666699818,222,1.4589523530645834,2.1696752738289637,104,-0.1411118706949171,-0.23428910104643652,83,-3.115484455469275,0.9674844038651504,-0.02625629119034789,0.24,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17237,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.0824257355673206,16.254708185308452,306,0.1652428761642245,0.2603877762472617,126,-1.1687731505322805,-2.211209224095312,99,-4.240463211246171,0.7766430234991919,-0.3791731742458891,0.17,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16904,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.4829029411193253,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.018137017346046,2.190336314969432,47,-0.005235849457374542,54.07149504036206,1.727908333676377,0.0,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599244061529517,23.820688382454392,327,3.5630884640977944,8.40891612393686,102,1.9656545280448576,4.109307620813207,85,-2.124413291955485,1.58545612899008,0.5681206573615419,0.024,
