asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
JOE,cluster_0,2.6541652994952485,3.9909114397711516,3.61420807370024
DOGE,cluster_0,3.880022398012378,3.9909114397711516,1.8027756377319946
SHIB,cluster_0,5.438546621805829,3.9909114397711516,4.366062299143245
ETH,cluster_1,3.2273175012309183,3.5422147940654463,6.5812232905440915
ANKR,cluster_1,3.475274042385878,3.5422147940654463,2.7950849718747373
DOT,cluster_1,3.924052838579544,3.5422147940654463,3.944933459514875
NEAR,cluster_2,2.3328019215461557,2.3328019215461557,0.0
