asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
JOE,2.5434862357130257,0.0,True,6.931608636618661,True,2.467308717982375,True,16.371630284273415,True,2.287200997837476,True,1.1284358518186364e-14,True,1.4276457891765966,True,True,
