asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
DOGE,cluster_0,3.0537059800376807,3.202201246874184,6.950719387228922
ANKR,cluster_0,3.3506965137106874,3.202201246874184,7.754031209635412
ETH,cluster_1,4.184365637891097,4.184365637891097,0.0
