asset,guard001_pass,guard002_pass,guard003_pass,guard005_pass,guard006_pass,guard007_pass,all_pass,error
STRK,False,False,False,False,False,False,False,"[DEBUG] Monte Carlo failed for STRK: TypeError: float() argument must be a string or a real number, not 'complex'"
