asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
SHIB,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,1.5,4.75,6.0,8.0,19,26,14,18,52,2.1194178134364967,18.9756823203598,312,-0.6019504342583435,-2.0096831942760573,135,5.052107382790828,16.295696393575575,99,-1.60116116380018,2.7560028235178478,2.3837241296935066,0.8587673485707149,0.0,0.002,
DOT,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,3.25,2.5,5.5,6.0,5,40,8,26,52,2.441606603183873,11.353370086377158,336,2.2266790152114404,3.321560817526703,120,2.666242299596506,4.187997689068324,105,-2.0242830491276957,1.732775302175702,1.092003231036362,0.3688770521180735,0.0,0.006,
TIA,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,5.0,3.5,8.0,10.0,8,37,12,20,52,2.731906290065193,8.782541499578578,201,-0.601998060095064,-0.7994568782815792,81,2.859093250187396,2.5388435145045074,63,-0.5117985761569632,2.245069996488758,1.0465561211175978,0.2890784535007698,0.0,0.0,
NEAR,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,5.0,3.0,9.0,9.5,7,24,8,24,52,2.08158334843818,7.389871485032873,238,-1.196410908639277,-1.5630782237000096,87,3.108041929593953,3.5937724064571297,72,-1.3624972436694804,2.1747633963259365,1.4931143314179225,0.4863105418999236,0.0,0.004,
DOGE,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.5,3.5,5.5,10.0,14,26,10,16,52,2.254296010468721,13.040840204716208,303,-0.5529835305952715,-1.074770933272562,111,3.0537059800376807,5.824862101434181,99,-1.5470346067575025,1.739749974740267,1.3546162375555744,0.4466630991558062,0.0,0.006,
ANKR,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.75,3.0,8.0,10.0,8,39,8,16,52,3.9347046074543672,19.69408595915261,265,0.3769917428598722,0.60968025121928,111,3.3506965137106874,5.285632443899968,75,-1.2413525834614192,2.247244247170733,0.8515751112199716,0.2683867865136197,14.842488878002836,0.0,
ETH,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,4.25,2.25,5.5,10.0,6,34,14,23,52,2.1050613045641287,6.780614176418354,258,0.2791017430397067,0.3462278803054941,114,4.184365637891097,4.236034405164979,78,-1.0249946405197718,2.6111899200336746,1.9877642654960617,0.6247272437203515,0.0,0.0,
JOE,FAIL,binance,1H,2024-01-27,2026-01-26,17520,42,WFE_PARDO<0.6; OVERFIT,4.75,5.0,6.5,9.5,9,22,11,16,52,3.812129568398833,15.25067323532716,225,2.60094909605068,3.088387338854326,63,2.1193797761181283,3.0359364254252785,75,-1.519025488048209,1.5928818629390546,0.5559569101971286,0.1990690101727926,44.40430898028714,0.004,
