asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17521,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2713075444419648,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5802865645599531,0.106,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.25,4.5,7.5,9.5,18,35,10,27,52,3.3082928227928194,21.805970901110292,309,-1.6498624939028612,-3.8600278145885514,123,1.0551492766505128,2.491969726052967,120,-4.189075779059825,1.1877396268641032,0.3189407144920651,0.064,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424260192810996,16.75681048317297,258,0.0002790682165908747,-0.045264343778239624,114,-0.6573821040050108,-1.2150407403670904,96,-4.448226477060546,0.8772386021808406,-0.19096477319280067,0.392,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.75,1.75,3.5,5.5,5,34,15,28,52,2.9703790195533655,12.061450456361577,381,0.49651350445730474,0.6500566941136432,114,1.085342176689497,1.4439521289677515,105,-1.981148698888835,1.2496372851834299,0.36538844691028427,0.08,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.374127256918385,19.70399666699818,222,1.4589553707762561,2.169679092305543,104,-0.141090300385196,-0.23428913294289977,83,-3.115484456454898,0.9674843995810828,-0.026253621032803667,0.244,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.082274794363933,16.254708185308452,306,0.16521618452565393,0.26038328101358754,126,-1.1687730569478867,-2.2112090201665713,99,-4.24046300731743,0.776643039497335,-0.3791917122655763,0.14,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.017232319237906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7277348981742287,0.0,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599253155056466,23.82069942420406,327,3.5630884643232803,8.408916124875997,102,1.9656496356312931,4.109299108313635,85,-2.124421804453336,1.5854542061795458,0.568119094022706,0.016,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.664407600328416,9.610061728822084,276,-0.8180058975008697,-0.9618442242352865,117,-0.3000679879020054,-0.27641867436739576,56,-2.7763776189651868,0.9114943401327229,-0.081887175399132,0.438,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.006678012781776,14.164182471192621,345,-1.6228442472871405,-4.1655385405581775,141,0.18365641251406212,0.34061461221188694,102,-5.117741465033898,1.0293656107789417,0.09152261167174833,0.09,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.6402467345303036,10.770716917063083,207,0.3419015854252015,0.5047212981704963,87,0.94822056797364,1.462934964692142,84,-2.2826887027664777,1.2022396544939558,0.3591408922402577,0.562,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0,2.0,4.25,5.5,9.5,12,38,11,21,52,1.0933414492314228,7.924044896590976,355,-3.8874352560481134,-8.122278705379626,108,0.8928943852248551,2.0823940410554576,111,-2.0746072210326982,1.1711566049836484,0.8166656316309289,0.07,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.80744895224016,12.720553220208487,234,1.5858728774197817,1.6575386289822802,69,1.5757085549283125,2.0098562881480486,94,-2.1669427885961046,1.3873741918197635,0.4138488984865378,0.018,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,5,34,14,18,52,4.042169417269451,29.579793497390018,306,-0.019333569217465246,-0.12345123489089227,120,3.7046651170787364,9.597735898870784,99,-1.0534539594225234,2.0711542629660404,0.9165041676014895,0.0,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287474707272,17.213733869652927,345,-0.5180267111169669,-1.210512597971114,135,0.45162985014582757,0.966967226368376,105,-2.9527835689872717,1.0882047412604074,0.15828403346990536,0.044,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389987529277,15.129077343675256,321,-0.1675096099703607,-0.5628022734557425,114,1.3250793098624538,4.0082767091737415,120,-4.987637010841328,1.253519878443456,0.7503539537878712,0.02,
