metric,mean,std,ci_lower_95,ci_upper_95
sharpe,3.7892928658325093,0.9724954180250918,1.8926927667073639,5.683279666129012
total_return,17.644454318601912,4.6635325818263835,8.622424825703884,26.787812088260253
profit_factor,1.532476909149213,0.16687209629138824,1.2316266332392285,1.8864514569690993
