fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,9.93542512717891,1.8165964739628304,-3.9314380158007145,1.5426774743779366,351,Base,50.0,45.0
10.0,5.0,8.804482415383386,1.6044442921185211,-4.164056412856643,1.4718286348509717,351,Stress1,50.0,45.0
