asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
DOGE,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.75,3.25,6.0,9.5,20,20,12,18,52,2.4474444194842726,12.974388282975013,294,-1.1206459659919008,-1.9990321900195562,99,1.7220477936755154,2.780478924011942,93,-3.1493727474751876,1.4091892944087436,0.7036105825187183,0.21430520371125977,29.63894174812817,0.026,
TIA,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,5.0,3.5,8.0,10.0,8,37,12,20,52,2.7324470672135415,8.783637997596205,201,-0.2119659419281963,-0.2860365800949838,78,3.2786757231754913,2.9747564705963736,63,-0.509584642743599,2.4588453393210066,1.1999045699790905,0.3386702037823584,0.0,0.0,
MINA,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,4.25,2.25,8.5,9.5,8,33,14,29,52,2.30449274719943,8.228993040525268,253,2.9764334701856985,3.3331666244049263,87,2.763483796658332,2.9706673166429276,75,-0.5131707228781646,2.164227910370353,1.1991722690456275,0.361000100742983,0.0,0.014,
