regime,trades,net_pnl,return_pct,pct_of_total_pnl,avg_pnl_per_trade
CRASH,0,0.0,0.0,0.0,0.0
HIGH_VOL,18,62.100023751983514,0.6210002375198351,3.958230806297045,3.4500013195546395
BEAR,3,-51.814247153217835,-0.5181424715321783,-3.3026194982800634,-17.271415717739277
BULL,21,-10.027442807860524,-0.10027442807860525,-0.6391452149676112,-0.47749727656478685
SIDEWAYS,320,1247.2252161969536,12.472252161969537,79.49763904854528,3.89757880061548
RECOVERY,3,-51.459503313271114,-0.5145950331327112,-3.280008267063322,-17.15316777109037
OTHER,51,372.85929517577216,3.7285929517577214,23.765903125468686,7.310966572073964
