fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,11.826852056591463,1.9361510348250242,-3.3385695802838566,1.4853210299345443,366,Base,25.0,20.0
10.0,5.0,8.50716418141786,1.3760763255363024,-4.4185088030220365,1.3280331706414052,366,Stress1,25.0,20.0
