metric,mean,std,ci_lower_95,ci_upper_95
sharpe,3.37657600663989,1.0466215132285122,1.3497108600911416,5.473963751195826
total_return,9.966657170368286,3.001250796293662,4.026568039092655,15.851081087643049
profit_factor,1.5556196936697315,0.20947915314144572,1.1902058838500802,2.013626429333913
