asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,4.5,7.5,10.0,10,27,14,24,26,3.2258231421921213,13.851134960800593,210,-0.30929229972130445,-0.5774202806756668,99,-0.10836699576227155,-0.20936657119520197,87,-3.2847330359185745,0.9749865671304119,-0.033593594870371696,0.22,
