fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,4.7272344901425845,0.5134635673451696,-7.377295388940053,1.1014342643556272,461,Base,12.0,7.0
10.0,5.0,1.2155024788769397,0.1490563888718249,-9.499113413325944,1.024801919688954,461,Stress1,12.0,7.0
