iteration,sharpe,return,max_dd,actual_sharpe,p_value
1,-1.5401618959380736,-12.746956434281998,-0.15227925154440358,3.5475606772912265,0.0
2,-0.12951381276733423,-1.7714509309686433,-0.07592698203804926,3.5475606772912265,0.0
3,-1.5016371569163094,-12.869769230860207,-0.1354390979956468,3.5475606772912265,0.0
4,0.05995050026000106,0.34302665710348457,-0.07308886039304152,3.5475606772912265,0.0
5,-1.253363464393746,-10.153792044683673,-0.12696851880812687,3.5475606772912265,0.0
6,-1.4629299252735315,-13.20814688309514,-0.15601445711832607,3.5475606772912265,0.0
7,-1.37971939267305,-11.682692705793285,-0.12933221492780123,3.5475606772912265,0.0
8,-1.3229134994531744,-15.718701436880112,-0.1891286872882021,3.5475606772912265,0.0
9,-0.769856160806834,-7.213563968179548,-0.09925652213090053,3.5475606772912265,0.0
10,-0.9631983218337451,-7.5773229767643,-0.11476828364002456,3.5475606772912265,0.0
11,-0.11225248389639035,-1.7727349822058591,-0.0753283332353013,3.5475606772912265,0.0
12,-1.15837704242223,-10.16044796180049,-0.10293917537120723,3.5475606772912265,0.0
13,-1.434031609992299,-12.948808274465085,-0.1460691902598068,3.5475606772912265,0.0
14,-1.7186266196888886,-17.22539901083564,-0.18451516455011652,3.5475606772912265,0.0
15,0.17612781377866701,1.4047562992473894,-0.07031969053297416,3.5475606772912265,0.0
16,-0.3768260819021162,-4.43691614735402,-0.09006150262747281,3.5475606772912265,0.0
17,-1.0798133760270066,-10.199121663765565,-0.1195897833417765,3.5475606772912265,0.0
18,0.11690352683688358,0.8744516791577617,-0.08111897030531834,3.5475606772912265,0.0
19,-0.2164952521680486,-3.3170244417648043,-0.07682944203424058,3.5475606772912265,0.0
20,-0.1263788419953962,-1.48295551085168,-0.0904579743740952,3.5475606772912265,0.0
21,0.020281247419840803,-0.06900493524329976,-0.06770166239654263,3.5475606772912265,0.0
22,-1.6342683162724607,-19.905492982500096,-0.22486650262184904,3.5475606772912265,0.0
23,-0.35743819498517837,-4.569734676690407,-0.10171298375493365,3.5475606772912265,0.0
24,-1.486760537079373,-15.965737338650765,-0.19666727475010115,3.5475606772912265,0.0
25,-0.31422015622127186,-2.5574313323621034,-0.08018218367103824,3.5475606772912265,0.0
26,-1.5414917595735325,-15.434262183021596,-0.15434262183021596,3.5475606772912265,0.0
27,0.0037728369299531565,-0.3017864234082124,-0.12617773089961648,3.5475606772912265,0.0
28,-1.1353120613342431,-11.898951132807555,-0.12478049703233351,3.5475606772912265,0.0
29,-0.0420228034942559,-0.5562406999712777,-0.06502459065833188,3.5475606772912265,0.0
30,-0.5722898151534856,-4.519118847123882,-0.08839670641907782,3.5475606772912265,0.0
31,0.5590312334562295,5.670246769749299,-0.048100068496218396,3.5475606772912265,0.0
32,-1.3185727659638704,-12.658667922408606,-0.1566555184865306,3.5475606772912265,0.0
33,0.6747965979801864,5.308590082382736,-0.06393703672841933,3.5475606772912265,0.0
34,-1.3992448024659532,-14.11962245948909,-0.1651224681118102,3.5475606772912265,0.0
35,-1.4189291152719865,-15.482205344593947,-0.15521557754010684,3.5475606772912265,0.0
36,-1.3629169564116992,-19.90162956467849,-0.2214307715650755,3.5475606772912265,0.0
37,-1.3963311307393862,-13.11517474616134,-0.14958677204443516,3.5475606772912265,0.0
38,-1.3295888610972422,-12.157599959677412,-0.15933030778757096,3.5475606772912265,0.0
39,-1.9291386800137493,-16.175944536475583,-0.1791890218658735,3.5475606772912265,0.0
40,-0.7941458683732905,-11.239780536825672,-0.11820226722545868,3.5475606772912265,0.0
41,0.27014239535476564,3.0204313749894407,-0.0902953647588497,3.5475606772912265,0.0
42,-0.685447141875422,-6.3937679185048335,-0.08138116300876375,3.5475606772912265,0.0
43,-1.7977927966257148,-16.485310617724558,-0.18566514542986912,3.5475606772912265,0.0
44,-0.20085109891984415,-2.6521330828160883,-0.1070468684621485,3.5475606772912265,0.0
45,-1.981972058642002,-13.289191321244276,-0.16948187398221348,3.5475606772912265,0.0
46,-2.1499414628732043,-19.72424468056735,-0.21388930575588339,3.5475606772912265,0.0
47,-0.9262633350960496,-8.147326897623275,-0.11712447311836938,3.5475606772912265,0.0
48,-0.9693264315769408,-10.98242491289575,-0.13186970557116617,3.5475606772912265,0.0
49,-0.2446237314911849,-2.473031666709591,-0.07009774342160979,3.5475606772912265,0.0
50,-0.9785191178206766,-7.648000657217469,-0.09439031892832439,3.5475606772912265,0.0
51,0.06443861909752496,0.3582567435355122,-0.0651636891852424,3.5475606772912265,0.0
