asset,weight
TIA,0.1963195679981308
CAKE,0.06360201206419153
RUNE,0.0622641236166986
EGLD,0.18001669679257779
SHIB,0.050000000000000044
DOT,0.05000000000000002
NEAR,0.09470163887753971
DOGE,0.05000000000000003
ANKR,0.11241019941205681
ETH,0.050000000000000024
JOE,0.09068576123880465
