asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
MATIC,1.3504653025398947,0.001,True,4.013711150111181,True,0.44972780939530294,False,32.19080632128385,True,1.0997180853981117,True,0.0,True,-0.5575553711712973,False,0.967296337251633,,,False,
