asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
CRV,cluster_0,1.7628806515991515,2.3389479084749643,7.369701486491838
ONE,cluster_0,2.915015165350777,2.3389479084749643,6.504805915628844
ZIL,cluster_1,1.325079261163156,1.325079261163156,0.0
