asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
YGG,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.25,2.75,7.5,9.5,10,20,8,17,52,3.888193206198727,13.042631497035217,238,-0.6033604957934241,-0.8347991187488524,94,3.5466101915163444,4.243697692678494,72,-0.866000424347535,2.386533728340001,0.9121486519399765,0.3253712790737935,8.785134806002349,0.002,
MINA,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,OOS_SHARPE<1.0; WFE_PARDO<0.6; OVERFIT,4.25,3.0,6.5,9.0,9,26,14,25,52,2.192646413633922,7.713256674001001,234,1.8697500165041923,2.213134624020041,90,0.4475779315086281,0.5105063380361541,69,-2.6012146803457536,1.1109212496769494,0.2041268162187843,0.06618557628931405,79.58731837812157,0.234,
CAKE,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,2.25,3.75,9.0,10.0,19,40,8,22,52,2.8102341739980643,20.771941983475294,271,0.5609439421544209,1.092854345535832,90,1.981773221396509,3.9463339645448237,90,-2.153828463030838,1.5298209250968275,0.7051986057720875,0.18998387188276625,29.48013942279125,0.108,
RUNE,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,1.5,4.75,8.0,10.0,5,38,14,15,52,3.730692006340599,34.83020799791561,282,0.7355874831142516,1.9530256702075421,114,1.7433070934090293,5.849314857806931,102,-3.6305302216855684,1.4633722502438884,0.4672878625322445,0.16793798240185587,53.271213746775544,0.014,
