asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error,fixed_displacement
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.0,8.0,9.5,18,36,13,17,39,2.7568999775948804,8.66613193707173,291,0.6470808033191883,0.7393261648755312,111,0.28236434705287955,0.28146987104060717,96,-1.4165773099510393,1.0672765997290354,0.10242096171338586,0.61,,39
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.5,2.0,4.5,5.0,7,20,10,25,52,3.6675688161842355,17.30246414391623,351,1.985054466388699,3.6205720540574804,153,2.215967622716612,3.6176607579936793,135,-1.3142138956301674,1.4829128513002066,0.6042061468452882,0.196,,52
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,1.75,4.5,9.5,8,22,9,19,65,3.333885365149717,11.214689634913878,282,2.3608404411856343,3.1841258017413443,117,-0.7177695409432903,-1.133649576836493,135,-2.8877437489501334,0.8726607938333497,-0.21529520734167681,0.802,,65
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,1.5,3.5,8.5,7,20,8,17,78,2.587079348165873,8.84745358511867,282,1.7073647494148756,2.3535087707045266,111,1.1353658239964008,1.5380982232016782,123,-1.677972107555259,1.2388448633568119,0.4388600700636901,0.416,,78
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,3.75,6.5,7.5,11,26,14,21,26,3.083587529887057,14.774629298581065,261,-0.47968042856394844,-0.9024578331395916,108,2.740845618137361,4.905451648037662,120,-2.621191407506962,1.5774934249851367,0.8888496245273603,0.03,,26
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,4.5,8.0,10.0,6,39,16,27,39,3.286362610231356,23.90627405676211,285,-1.401600988073386,-2.742171477082922,96,1.918024589792263,4.242370680050711,105,-2.381370911667502,1.4384171470344236,0.5836314543687059,0.082,,39
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.25,3.0,7.5,10.0,19,29,8,23,52,2.7600050889568783,17.268169482559358,291,-0.8506179395367958,-1.6880016783934693,108,2.366964262620362,4.2933429686422775,93,-1.8634218448233208,1.5658267775295434,0.8575941660726927,0.056,,52
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,2.25,7.5,10.0,6,26,11,16,65,2.874558880934928,12.716620836132787,261,0.5751459213047292,0.7833508832163716,99,3.8563183124907345,5.270952092532033,78,-0.7551231866738783,2.3853970177727644,1.3415339438921137,0.008,,65
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,4.0,9.0,10.0,10,24,8,28,78,3.5463054812420127,19.87235912236862,204,-0.867884259720534,-1.4279298639361282,72,3.3047749949117584,5.125179656455714,69,-0.7403148835986251,2.186850061060635,0.9318923630217937,0.016,,78
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,1.5,3.0,5.0,14,34,8,30,26,2.6061809042123807,6.172827201000652,309,1.9737372137583387,1.7568033210373368,126,0.5540027967565128,0.5538938137374716,99,-2.0482241460637596,1.133085350506002,0.21257265597375677,0.112,,26
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,1.5,6.0,8.5,6,29,8,20,39,1.3200254716791375,5.330275774798632,390,2.522966001461117,2.9561568375310987,123,0.08596333291066581,0.10637145312155649,117,-4.2054214399209755,1.0133952058774356,0.0651224804028336,0.186,,39
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,1.75,3.0,4.5,6,25,14,24,52,3.41483974803066,8.343031970253767,279,0.4862602973017806,0.49960636647043977,117,0.7537547773950641,0.831174205020635,105,-2.8685242355414697,1.1781804048977746,0.22072917999439212,0.086,,52
KSM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,1.75,5.0,6.5,6,21,8,25,65,2.06342881915402,7.42485764746641,294,1.5301335407100465,1.9850802482336283,108,2.5454384620371457,3.496350010835858,105,-2.455172483710788,1.728138144025749,1.233596448013527,0.004,,65
KSM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,1.75,4.0,7.5,9,33,11,18,78,1.5485527609195184,6.049310688935816,291,2.261817979510351,2.805952280076407,96,1.364591829702964,1.8798081128118538,84,-2.3543526333439035,1.3544498255465711,0.8812046086777696,0.028,,78
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,3.25,4.0,5.5,6.5,5,28,12,19,26,3.9139540140859745,5.658385921220188,79,-2.1026964733729896,-0.9971060533501608,24,3.3663964981277203,1.6381394095069224,24,-1.5406825462424223,2.0300013890275093,0.8601011882133405,0.112,,26
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,3.5,3.5,4.5,5.5,9,25,11,21,39,5.187648784092719,6.2311464890740575,75,-3.7868693400459197,-1.6143378526711105,22,0.26608567265288313,0.10905384790771411,24,-1.527773324063142,1.0527141038245047,0.05129215251980855,0.416,,39
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,2.25,3.5,7.0,7.5,18,24,9,17,52,4.453989140927131,7.711924875860188,72,-5.43547535065195,-2.2877445246078265,18,4.859177446352622,2.813484391336507,18,-0.5108469863383314,3.6589342792076676,1.0909720011892863,0.046,,52
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,4.0,3.75,7.5,10.0,7,23,8,28,65,2.9408007559805345,3.0777241434491565,54,-5.14092736048473,-1.841789103319258,13,6.243461262437394,1.9606696854946204,10,-0.005492118825456416,351.8899635822165,2.1230480336828097,0.012,,65
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,3.75,4.0,6.5,8.5,6,40,9,21,78,3.7484149620144533,4.49910561709419,60,-4.139157489986133,-1.3109391263826375,12,3.348198363195474,1.4277631055963802,18,-1.0213261409028784,2.3739574522814544,0.8932304446346845,0.112,,78
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,3.0,5.0,8.0,14,20,13,17,26,1.3637757546608016,4.5391184370257465,258,2.788184788984584,2.996607803183138,93,-1.0565580359163094,-1.268254959038173,75,-2.0903663202009204,0.775299557703198,-0.7747300333690832,0.574,,26
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,WFE<0.6; OVERFIT,4.25,1.5,6.0,7.5,17,29,10,24,39,2.75974547119652,8.053279640666755,303,2.8445016319298935,2.3826356178101804,96,1.4043173800211874,1.3242815391762086,87,-0.5200494800224775,1.416278728713219,0.5088575720761411,0.072,,39
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,WFE<0.6; OVERFIT,4.0,3.0,6.5,7.5,9,31,11,19,52,1.7961095801802778,6.93755739099855,240,2.5485808050635317,3.2381834491334027,96,1.0228019742639902,1.2976212452831204,75,-2.538330569761049,1.2516568936931194,0.569454105445688,0.118,,52
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,4.0,4.5,5.0,6.0,10,33,8,16,65,1.3600584211721052,5.705998694393766,210,1.2083649524181597,1.8843618715222776,87,3.1477659169884364,4.344902396977357,63,-1.5108914805817553,2.2106310315944815,2.314434341927515,0.006,,65
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.25,3.0,8.5,9.5,5,36,14,23,78,2.677389429007977,11.297217442100749,216,1.3207877976303901,2.0124293825358963,87,2.3629000440676635,3.01031805491192,69,-1.4109277660003139,1.810577306930814,0.882538796361485,0.02,,78
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,9.0,6,26,14,19,26,3.9152813066387417,27.699246498078335,390,0.9949261374085954,2.3258946522519475,156,-2.3183388622188206,-4.955662808005434,126,-6.631908585990409,0.6603684953232138,-0.5921257454190714,0.356,,26
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,3.0,8.5,9.0,7,23,8,28,39,2.777546493710245,18.312411406011144,333,0.1065562887457086,0.17036647285479933,117,-1.2226125845916134,-2.463347514199543,99,-4.105962246070449,0.777981808343531,-0.44017718060173605,0.134,,39
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.75,3.0,7.5,9.5,7,28,8,15,52,3.41834193429652,18.077548026618473,270,-0.5647849972187425,-1.129909204641022,117,1.5736230318198117,2.333648691390655,69,-1.5939966044977383,1.4026224584531883,0.46034687637053384,0.0,,52
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,2.75,6.5,8.5,12,34,11,28,65,4.0461880102059755,17.042024782358943,243,-0.795625678631429,-1.3255083293712944,105,3.400431489772762,3.956603115959867,57,-1.0167638376396892,2.2620745894487966,0.8404037284465334,0.0,,65
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.5,3.5,5.0,7.5,6,39,16,27,78,4.0682439450121155,15.583422185626606,213,0.679468746358049,0.97706036949472,90,1.5678524316671498,1.8407464051913403,60,-1.4918461684294226,1.441830803955687,0.385388008403336,0.0,,78
