metric,mean,std,ci_lower_95,ci_upper_95
sharpe,3.7894605185828367,1.0219386045325898,1.8002753741406674,5.7759905732145125
total_return,14.793767788320142,3.9170892686591765,7.053292024722983,22.24876868328078
profit_factor,1.5356244328771997,0.1733854467923904,1.2238089418200135,1.8994988068375025
