asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; OVERFIT,3.75,2.5,3.0,9.0,19,40,16,24,78,2.76412477226449,9.333514437006007,246,0.2366397464178247,0.28812068600538865,93,1.072988386101791,1.253338552214056,81,-1.9162456507452297,1.2685974022022102,0.3881837740713683,0.044,
