fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5,2,22.875401358814674,2.932822011972533,-3.4836644222717816,1.8119364649087846,492,Base,50.0,45.0
10,5,20.689305432754157,2.653629942941317,-3.7116390089978357,1.7148038780457244,492,Stress1,50.0,45.0
15,10,17.95668552517853,2.302359741490676,-4.001446079548831,1.6004231412581849,492,Stress2,50.0,45.0
20,15,15.224065617602879,1.9498056416649856,-4.2967730014073275,1.4931765146181037,492,Stress3,50.0,45.0
