fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,15.721548927525198,2.3600799871775298,-2.7333521851602205,1.6219203484554068,381,Base,28.0,23.0
10.0,5.0,11.937772911923773,1.7762992322904019,-2.9006272133945243,1.4464254467137225,381,Stress1,28.0,23.0
