asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
DOT,cluster_0,2.666242299596506,2.877792493125952,7.877975628294365
TIA,cluster_0,2.859093250187396,2.877792493125952,5.5677643628300215
NEAR,cluster_0,3.108041929593953,2.877792493125952,10.27131929208707
SHIB,cluster_1,5.052107382790828,5.052107382790828,0.0
