metric,mean,std,ci_lower_95,ci_upper_95
sharpe,6.677945586212378,0.9626647357749936,4.781714360056749,8.56488122998377
total_return,44.105868715005954,6.591305752037428,31.209097987141458,56.948433859455044
profit_factor,1.8037127129495354,0.15286660482255765,1.5218177298289943,2.119916265519061
