asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
AVAX,2.874696301432983,0.0,True,5.682855823375998,True,2.9504771057014763,True,16.230492234383178,True,2.4627405942358953,True,0.0,True,0.5088684601786733,False,0.9999626721884545,,,False,
