asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.25,4.75,5.5,9.5,13,40,8,24,52,3.229672238154143,16.93110894133858,249,-0.02826467342921405,-0.09367838039395782,93,1.2982344563852841,2.0223950506419452,72,-2.572703236078866,1.3175835786321453,0.4019709619596771,0.06,
