fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5,2,17.653668097460518,2.385127586176001,-2.759515051619721,1.6437974161907127,459,Base,37.0,32.0
10,5,14.534050685034483,1.9696259035420571,-3.137046720519676,1.5104341151106226,459,Stress1,37.0,32.0
15,10,10.634528919501939,1.444722959358618,-3.7606986812255605,1.3569851480544093,459,Stress2,37.0,32.0
20,15,6.7350071539693745,0.9182333143360903,-4.601951824383022,1.2165195443942423,459,Stress3,37.0,32.0
