asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
TIA,cluster_0,5.157141466933775,3.385959695616013,5.689903338370521
CAKE,cluster_0,2.460669628746496,3.385959695616013,3.9370039370059056
TON,cluster_0,2.5400679911677684,3.385959695616013,4.905354217587146
CRV,cluster_1,1.0130106895612851,1.7769049403710262,5.129571132170798
SUSHI,cluster_1,1.895570119841676,1.7769049403710262,5.25594901040716
RUNE,cluster_1,2.4221340117101176,1.7769049403710262,5.367727638395972
