timestamp,portfolio_equity,drawdown_pct,max_drawdown_pct,max_drawdown_ts,fail_max_drawdown
2024-01-30 00:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 01:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 02:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 03:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 04:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 05:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 06:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 07:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 08:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 09:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 10:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 11:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 12:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 13:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 14:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 15:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 16:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 17:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 18:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 19:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 20:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 21:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 22:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-30 23:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-31 00:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-31 01:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
2024-01-31 02:00:00+00:00,1.0,0.0,0.7784047029469776,2025-05-06T11:00:00+00:00,False
