fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,10.259580540023716,1.6819751534541147,-3.0458784178420517,1.4808806073508944,306,Base,35.0,30.0
10.0,5.0,8.324497982590518,1.357412820525622,-3.129957467684663,1.3734758529964557,306,Stress1,35.0,30.0
